,age,workclass,fnlwgt,education,education_num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
2114,83,Private,137576,HS-grad,11,Never-married,Tech-support,Other-relative,Amer-Indian-Eskimo,Female,10866,2868,41,Poland
2115,21,Private,220998,Some-college,19,Never-married,Other-service,Wife,White,Female,21652,309,36,Dominican-Republic
2116,82,Private,161650,HS-grad,3,Married-civ-spouse,Other-service,Own-child,White,Female,7530,158,32,Portugal
2117,61,Private,193878,Some-college,19,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,19608,3044,34,Haiti
2118,51,Private,217327,Assoc-voc,18,Divorced,Other-service,Unmarried,Black,Female,3121,423,42,Nicaragua
2119,24,Private,194615,Bachelors,10,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,1920,421,44,Peru
2120,55,Private,119172,Bachelors,8,Never-married,Other-service,Unmarried,Black,Female,5580,2014,36,Portugal
2121,52,Local-gov,199556,Some-college,10,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,30232,2424,42,Portugal
2122,86,Federal-gov,32831,Assoc-acdm,6,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,38417,1441,39,Thailand
2123,35,Private,234653,HS-grad,4,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,20640,2548,1,Guatemala
2124,28,Private,18061,HS-grad,11,Married-civ-spouse,Other-service,Own-child,Other,Female,23768,701,25,Thailand
2125,85,Local-gov,77017,HS-grad,19,Never-married,Adm-clerical,Unmarried,White,Female,37255,2504,55,China
2126,26,Private,167362,Assoc-voc,8,Never-married,Exec-managerial,Not-in-family,White,Female,2084,0,32,Thailand
2127,54,Private,163914,Some-college,8,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,8876,2700,34,China
2128,87,Private,333149,Assoc-acdm,8,Never-married,Prof-specialty,Unmarried,White,Female,6613,162,27,Trinadad&Tobago
2129,71,Private,46394,Bachelors,10,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Female,26858,3091,45,South
2130,68,Private,124295,HS-grad,17,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Female,37742,1834,13,India
2131,31,Private,167870,12th,16,Never-married,Adm-clerical,Not-in-family,Black,Female,40309,2386,36,South
2132,34,Private,138637,1st-4th,14,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,461,2296,42,Mexico
2133,82,Private,109178,HS-grad,11,Divorced,Priv-house-serv,Own-child,White,Female,0,4184,45,Guatemala
2134,42,Private,201771,HS-grad,11,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,4429,60,Thailand
2135,17,Private,183972,HS-grad,16,Never-married,Other-service,Own-child,Other,Female,0,2550,33,Outlying-US(Guam-USVI-etc)
2136,64,Private,135590,HS-grad,14,Married-civ-spouse,Tech-support,Unmarried,Other,Female,15516,2567,50,South
2137,56,Self-emp-not-inc,289000,Bachelors,9,Married-civ-spouse,Tech-support,Not-in-family,Other,Female,16364,1261,44,France
2138,89,Private,183023,Assoc-acdm,5,Never-married,Adm-clerical,Unmarried,Black,Female,7019,2271,45,Scotland
2139,54,Private,371986,9th,10,Divorced,Sales,Not-in-family,Black,Female,40146,1883,46,Haiti
2140,54,State-gov,195436,Assoc-acdm,9,Divorced,Adm-clerical,Own-child,White,Female,26755,2027,46,Thailand
2141,75,Private,180564,Some-college,8,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,31499,2282,39,Ecuador
2142,38,Private,117083,Bachelors,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Female,37381,198,41,England
2143,82,State-gov,296006,5th-6th,12,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,4016,1899,43,Hong
2144,54,Private,162747,Bachelors,9,Never-married,Exec-managerial,Unmarried,White,Female,0,1327,39,United-States
2145,59,Private,101268,Bachelors,17,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,15844,2215,34,France
2146,44,Private,259550,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,41126,3338,42,Italy
2147,39,Private,169174,HS-grad,11,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40179,180,26,Ecuador
2148,81,Private,152885,Some-college,12,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,19030,1390,34,Thailand
2149,71,Private,141294,HS-grad,7,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,29175,1818,44,Dominican-Republic
2150,28,Private,161876,Some-college,14,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,13521,4288,35,Hungary
2151,55,Private,278274,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,21233,2907,35,Columbia
2152,66,Private,367702,Bachelors,14,Never-married,Adm-clerical,Unmarried,Black,Female,2019,3034,4,Cuba
2153,54,Private,165530,HS-grad,11,Never-married,Adm-clerical,Not-in-family,Other,Female,24649,3807,25,Japan
2154,81,Private,100765,Masters,8,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,28769,3693,55,Outlying-US(Guam-USVI-etc)
2155,88,Private,86350,Some-college,16,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,73,46,Greece
2156,39,Private,156460,HS-grad,13,Divorced,Other-service,Wife,White,Female,33266,3899,38,Cuba
2157,69,Private,112084,HS-grad,8,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,40066,3449,43,Outlying-US(Guam-USVI-etc)
2158,44,Self-emp-not-inc,103621,12th,10,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,27094,4094,12,Laos
2159,21,Private,114419,Bachelors,9,Divorced,Exec-managerial,Own-child,Asian-Pac-Islander,Female,38563,1029,19,United-States
2160,32,Private,127431,Some-college,19,Never-married,Exec-managerial,Not-in-family,White,Female,28749,1029,45,Mexico
2161,76,Private,368701,Some-college,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,31773,1219,55,Scotland
2162,33,State-gov,38024,11th,9,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,38435,2420,45,Germany
2163,49,State-gov,38515,Bachelors,9,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,12007,1436,59,Ireland
2164,29,Private,118841,Bachelors,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,34312,2949,38,Cambodia
2165,18,Local-gov,210141,Preschool,8,Never-married,Other-service,Own-child,Other,Female,30592,4127,48,Iran
2166,85,Private,235786,HS-grad,10,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,5474,2458,40,Scotland
2167,83,Private,260341,HS-grad,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,25101,2932,47,Portugal
2168,35,Private,297138,HS-grad,8,Divorced,Other-service,Unmarried,Other,Female,34619,4152,43,Greece
2169,20,Self-emp-not-inc,216182,Some-college,6,Divorced,Adm-clerical,Unmarried,Other,Female,6686,0,59,India
2170,85,Private,399250,Assoc-acdm,10,Married-spouse-absent,Prof-specialty,Not-in-family,Other,Female,28525,1659,68,Honduras
2171,47,Private,209286,Bachelors,15,Never-married,Prof-specialty,Not-in-family,Other,Female,28535,2980,24,Columbia
2172,30,Private,158575,Bachelors,6,Married-civ-spouse,Prof-specialty,Unmarried,Other,Female,10274,2000,44,England
2173,45,Private,354051,Assoc-acdm,17,Never-married,Prof-specialty,Wife,White,Female,23261,2261,49,Guatemala
2174,22,State-gov,189381,HS-grad,13,Never-married,Exec-managerial,Other-relative,Black,Female,13631,1605,56,China
2175,72,Private,279566,Some-college,8,Divorced,Tech-support,Not-in-family,Other,Female,6714,3851,54,India
2176,24,Private,258225,Some-college,4,Never-married,Other-service,Unmarried,Black,Female,31826,2813,36,Haiti
2177,54,Private,68248,Some-college,1,Married-civ-spouse,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,13435,904,39,Peru
2178,73,Self-emp-not-inc,208155,HS-grad,7,Widowed,Adm-clerical,Own-child,White,Female,0,2510,51,Laos
2179,78,Private,194867,Some-college,11,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,28726,154,33,Poland
2180,79,Private,104779,Some-college,8,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,13445,3721,33,Canada
2181,78,Local-gov,166146,HS-grad,4,Never-married,Other-service,Unmarried,Other,Female,7444,2498,52,Taiwan
2182,38,Self-emp-inc,107837,Some-college,11,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,19407,2912,47,Outlying-US(Guam-USVI-etc)
2183,90,Federal-gov,79714,Some-college,17,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,33781,334,40,Iran
2184,80,Private,135396,Masters,8,Divorced,Adm-clerical,Own-child,White,Female,21342,1609,43,Canada
2185,46,Private,165210,Some-college,8,Separated,Adm-clerical,Not-in-family,Black,Female,22846,9,33,United-States
2186,21,Private,109513,Some-college,14,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,13548,4469,43,Dominican-Republic
2187,48,Private,218018,Some-college,11,Never-married,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,34674,1413,40,Dominican-Republic
2188,21,Private,42505,11th,11,Separated,Prof-specialty,Unmarried,Black,Female,0,3280,56,Hong
2189,42,Private,202149,10th,11,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,22889,172,39,England
2190,29,Private,50400,Some-college,8,Married-civ-spouse,Tech-support,Own-child,Amer-Indian-Eskimo,Female,40266,3808,42,Yugoslavia
2191,51,Local-gov,187444,Bachelors,11,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Female,29104,667,36,South
2192,56,Private,143337,HS-grad,17,Divorced,Sales,Not-in-family,Other,Female,15765,1179,48,Poland
2193,89,Local-gov,125512,Masters,14,Separated,Prof-specialty,Not-in-family,Other,Female,22885,2854,89,Haiti
2194,61,Private,77006,Some-college,10,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,8656,572,33,Hong
2195,65,Private,148144,Bachelors,13,Divorced,Other-service,Not-in-family,Black,Female,34067,3054,40,Trinadad&Tobago
2196,54,Private,93463,HS-grad,6,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,18315,2863,48,Guatemala
2197,88,Private,382357,HS-grad,8,Divorced,Adm-clerical,Unmarried,White,Female,39778,3239,41,Yugoslavia
2198,70,Private,195672,Some-college,8,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,27355,1393,32,Greece
2199,48,Private,139736,Assoc-voc,17,Divorced,Other-service,Own-child,Amer-Indian-Eskimo,Female,29939,1991,47,Laos
2200,49,Private,251082,HS-grad,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,34213,3594,39,Thailand
2201,77,Private,229853,Assoc-acdm,13,Never-married,Other-service,Own-child,Black,Female,14947,2231,39,India
2202,75,Private,106206,Some-college,11,Separated,Sales,Unmarried,Other,Female,26109,659,43,Hungary
2203,44,Private,107503,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,32863,791,36,South
2204,71,Local-gov,178669,Bachelors,15,Divorced,Other-service,Unmarried,Other,Female,23169,1141,46,Vietnam
2205,28,Local-gov,210958,Some-college,11,Never-married,Craft-repair,Not-in-family,Other,Female,6735,2042,34,India
2206,73,Self-emp-inc,259571,Preschool,3,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Female,26960,2812,40,El-Salvador
2207,36,Private,121653,Assoc-acdm,8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,39599,4379,56,Greece
2208,38,Private,172075,Prof-school,8,Never-married,Tech-support,Not-in-family,Other,Female,12551,2836,32,Portugal
2209,30,Private,132000,11th,16,Married-civ-spouse,Adm-clerical,Wife,White,Female,19489,0,52,Thailand
2210,45,Private,47981,HS-grad,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,32105,1749,41,Hungary
2211,47,Private,382694,7th-8th,11,Separated,Adm-clerical,Unmarried,White,Female,23430,2505,25,Canada
2212,86,Private,146552,Bachelors,19,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,20110,731,12,Taiwan
2213,49,Private,37613,Some-college,7,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,5349,4283,57,Canada
2214,38,Private,164666,Bachelors,2,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,14894,173,32,England
2215,43,Private,124131,Some-college,16,Married-civ-spouse,Sales,Unmarried,White,Female,11250,750,37,Cambodia
2216,72,Local-gov,399833,HS-grad,10,Never-married,Sales,Unmarried,Other,Female,31201,1038,55,Laos
2217,49,Local-gov,269282,Some-college,8,Married-civ-spouse,Exec-managerial,Unmarried,Black,Female,5802,1158,7,India
2218,53,Private,172435,Some-college,12,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,19082,921,32,Ireland
2219,21,Private,301129,HS-grad,10,Never-married,Prof-specialty,Not-in-family,Black,Female,27337,2861,41,Laos
2220,65,Private,197592,HS-grad,10,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,3429,2156,35,Cambodia
2221,39,Private,170125,HS-grad,9,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Female,18989,1753,51,Ireland
2222,26,Private,106741,HS-grad,10,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,1671,3670,35,Outlying-US(Guam-USVI-etc)
2223,54,Private,78176,Masters,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,35583,1563,44,Scotland
2224,59,Private,56456,HS-grad,10,Widowed,Exec-managerial,Not-in-family,Other,Female,3687,2499,7,Canada
2225,34,Private,34356,HS-grad,10,Married-civ-spouse,Other-service,Own-child,White,Female,1668,3916,41,Honduras
2226,40,State-gov,118138,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,5316,2684,33,Thailand
2227,31,Private,128649,Masters,16,Never-married,Machine-op-inspct,Not-in-family,White,Female,8154,4245,53,Laos
2228,60,Private,54255,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,16881,89,34,India
2229,76,Private,99790,Bachelors,9,Widowed,Other-service,Wife,Other,Female,14231,3057,40,Italy
2230,84,Private,119726,Some-college,5,Never-married,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,7384,4520,34,United-States
2231,46,Self-emp-inc,94062,Some-college,8,Never-married,Prof-specialty,Not-in-family,Black,Female,6017,4377,28,Thailand
2232,77,Private,199388,Bachelors,3,Separated,Sales,Unmarried,White,Female,27279,2875,36,Nicaragua
2233,21,Private,256457,HS-grad,14,Never-married,Exec-managerial,Unmarried,White,Female,35039,2994,27,Scotland
2234,67,Private,274015,HS-grad,5,Married-civ-spouse,Other-service,Unmarried,White,Female,41104,3581,32,Honduras
2235,45,Private,15038,Some-college,10,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,9151,29,29,Guatemala
2236,46,Private,288897,Bachelors,9,Never-married,Exec-managerial,Unmarried,White,Female,31758,3432,22,Cuba
2237,27,Private,51370,Bachelors,8,Divorced,Other-service,Not-in-family,Black,Female,28782,1071,33,Greece
2238,52,Private,71807,HS-grad,16,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,11757,1185,48,Hong
2239,35,Private,128760,HS-grad,11,Never-married,Exec-managerial,Other-relative,Other,Female,9957,2939,44,Italy
2240,44,Private,382949,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,25402,1208,43,Iran
2241,58,Private,333575,10th,10,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,17468,3709,43,Outlying-US(Guam-USVI-etc)
2242,72,Local-gov,39909,10th,15,Divorced,Adm-clerical,Own-child,Black,Female,822,3422,38,Yugoslavia
2243,77,Private,220952,11th,11,Widowed,Adm-clerical,Unmarried,Black,Female,39760,1677,10,Trinadad&Tobago
2244,66,Private,178372,HS-grad,16,Widowed,Sales,Unmarried,Black,Female,6296,0,13,United-States
2245,50,Private,163216,HS-grad,17,Divorced,Other-service,Own-child,Asian-Pac-Islander,Female,35073,860,38,Dominican-Republic
2246,30,Private,97520,Some-college,11,Widowed,Adm-clerical,Unmarried,White,Female,36033,50,46,Vietnam
2247,35,Private,167901,Masters,9,Never-married,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40417,3712,46,South
2248,39,Private,180258,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,17315,2530,44,Germany
2249,90,Local-gov,205875,Assoc-acdm,13,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,10081,2258,38,Cuba
2250,85,Private,231581,12th,3,Never-married,Exec-managerial,Not-in-family,Other,Female,3533,756,37,Canada
2251,46,Private,278421,Bachelors,3,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,28852,3424,41,Italy
2252,54,Private,119764,Assoc-voc,19,Divorced,Adm-clerical,Own-child,Black,Female,21361,602,32,Portugal
2253,34,Private,87123,9th,9,Divorced,Sales,Not-in-family,White,Female,36312,0,46,Trinadad&Tobago
2254,82,Private,165507,10th,4,Divorced,Other-service,Own-child,Other,Female,13558,4066,43,France
2255,79,Local-gov,136882,11th,3,Married-civ-spouse,Other-service,Not-in-family,Other,Female,40704,1869,42,China
2256,32,Private,263799,Assoc-acdm,9,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,40811,1194,38,England
2257,29,Private,81041,Assoc-voc,4,Never-married,Other-service,Other-relative,Other,Female,23823,633,37,Nicaragua
2258,80,Private,130168,HS-grad,14,Divorced,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,27267,428,44,Puerto-Rico
2259,25,Private,234898,10th,4,Widowed,Adm-clerical,Unmarried,Other,Female,837,3762,37,Scotland
2260,72,Private,93819,Some-college,4,Never-married,Sales,Unmarried,White,Female,18691,3080,43,Italy
2261,67,Private,253503,Some-college,8,Married-civ-spouse,Sales,Unmarried,White,Female,3184,2503,33,Mexico
2262,42,Private,152777,Bachelors,18,Never-married,Sales,Wife,White,Female,25974,2203,22,Cuba
2263,86,Private,266256,HS-grad,11,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,40464,3019,66,Honduras
2264,66,Private,99525,HS-grad,11,Divorced,Prof-specialty,Own-child,White,Female,23818,3664,36,Outlying-US(Guam-USVI-etc)
2265,82,Private,185141,HS-grad,17,Never-married,Exec-managerial,Not-in-family,Black,Female,24944,2422,18,Mexico
2266,53,Private,186497,HS-grad,11,Married-civ-spouse,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,1768,1238,45,Haiti
2267,80,Private,279813,Some-college,14,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,39646,3510,38,Dominican-Republic
2268,28,Private,118451,Bachelors,8,Divorced,Sales,Unmarried,Black,Female,18038,3460,35,France
2269,71,Private,110131,HS-grad,10,Widowed,Other-service,Unmarried,Other,Female,40547,3006,75,Scotland
2270,72,Local-gov,124713,Some-college,19,Never-married,Adm-clerical,Unmarried,Black,Female,23434,3280,37,Cambodia
2271,36,Local-gov,349144,Bachelors,8,Never-married,Prof-specialty,Unmarried,White,Female,13539,2729,33,China
2272,19,Federal-gov,82619,Masters,8,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,36368,444,57,Jamaica
2273,85,Private,175855,Some-college,13,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,15300,3005,55,Taiwan
2274,30,Private,193740,Doctorate,18,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,36939,1279,17,Columbia
2275,75,Local-gov,147057,HS-grad,8,Never-married,Sales,Other-relative,Other,Female,29742,878,45,Italy
2276,79,Private,155801,HS-grad,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,27210,2414,40,Poland
2277,73,Private,19071,9th,19,Never-married,Adm-clerical,Unmarried,Black,Female,16552,1234,46,Haiti
2278,64,Private,267391,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Female,6362,1514,54,El-Salvador
2279,38,Private,122075,Some-college,5,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,11031,1581,43,Greece
2280,46,Private,195506,Assoc-voc,15,Never-married,Sales,Not-in-family,Black,Female,21067,1017,9,Outlying-US(Guam-USVI-etc)
2281,40,Federal-gov,157842,HS-grad,18,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,20247,3913,47,Cambodia
2282,20,Private,186460,Masters,8,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,785,1768,47,Hong
2283,53,Private,131121,HS-grad,16,Never-married,Sales,Not-in-family,Black,Female,4245,1149,51,Iran
2284,50,Private,76161,Some-college,11,Divorced,Adm-clerical,Wife,Other,Female,25535,2694,30,France
2285,77,Private,113298,Assoc-acdm,13,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,23675,2464,58,Jamaica
2286,29,Private,79753,Some-college,9,Never-married,Prof-specialty,Own-child,White,Female,4836,626,40,United-States
2287,83,Private,163483,Some-college,13,Never-married,Prof-specialty,Not-in-family,Black,Female,15742,1986,52,Greece
2288,83,Private,263890,11th,15,Separated,Adm-clerical,Not-in-family,Black,Female,16435,497,55,Peru
2289,26,Private,60847,9th,4,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Female,30487,2272,34,India
2290,46,Private,122605,Some-college,12,Divorced,Other-service,Unmarried,White,Female,3744,3782,39,Poland
2291,62,State-gov,57232,Some-college,11,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,16244,179,46,Nicaragua
2292,43,Self-emp-not-inc,157116,Bachelors,10,Married-civ-spouse,Adm-clerical,Not-in-family,Other,Female,1176,3776,38,Poland
2293,24,Private,112085,HS-grad,4,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,33381,813,37,Germany
2294,48,Private,253755,HS-grad,19,Never-married,Other-service,Not-in-family,White,Female,16255,1097,32,India
2295,84,Local-gov,19525,Bachelors,8,Never-married,Adm-clerical,Unmarried,Other,Female,20033,2777,39,Jamaica
2296,66,Private,194985,HS-grad,11,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,19597,1736,37,Trinadad&Tobago
2297,56,Private,203678,Some-college,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,26205,3555,34,Poland
2298,22,Private,119669,Bachelors,11,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,25822,847,56,India
2299,86,Private,187630,Some-college,13,Divorced,Other-service,Not-in-family,White,Female,15407,1094,29,Scotland
2300,52,Private,190287,10th,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,21613,3413,39,Holand-Netherlands
2301,71,Federal-gov,225679,Preschool,10,Divorced,Sales,Not-in-family,Other,Female,20682,551,45,Germany
2302,59,Private,293043,Bachelors,16,Married-civ-spouse,Sales,Wife,Black,Female,25397,1644,36,Laos
2303,75,Private,109336,Masters,9,Divorced,Adm-clerical,Unmarried,White,Female,36569,768,48,Portugal
2304,53,Private,30685,Some-college,12,Divorced,Other-service,Not-in-family,Other,Female,8180,1402,44,Germany
2305,69,Private,138258,Some-college,8,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Female,24404,4325,25,Cuba
2306,31,Private,155318,HS-grad,4,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,23685,3248,48,Jamaica
2307,70,Private,177028,Some-college,9,Married-civ-spouse,Sales,Unmarried,Other,Female,27353,70,61,Honduras
2308,83,Private,148606,HS-grad,11,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,24513,2603,55,Jamaica
2309,85,Private,191935,HS-grad,4,Never-married,Other-service,Wife,Asian-Pac-Islander,Female,9324,2703,32,China
2310,76,Local-gov,93059,1st-4th,17,Divorced,Sales,Own-child,Amer-Indian-Eskimo,Female,20715,397,47,Vietnam
2311,49,Private,207398,Some-college,11,Married-civ-spouse,Other-service,Not-in-family,Other,Female,6534,155,41,Germany
2312,74,Private,53971,Some-college,12,Divorced,Exec-managerial,Not-in-family,White,Female,1245,133,43,Japan
2313,26,Federal-gov,27946,Bachelors,16,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,16173,4436,5,Dominican-Republic
2314,27,Private,76725,HS-grad,10,Divorced,Adm-clerical,Wife,White,Female,33986,3724,35,Ireland
2315,78,Private,162278,Some-college,18,Married-civ-spouse,Adm-clerical,Wife,Black,Female,30325,304,59,Columbia
2316,39,Local-gov,103595,HS-grad,2,Never-married,Other-service,Not-in-family,Other,Female,40234,4014,43,Honduras
2317,86,Private,68149,HS-grad,10,Divorced,Adm-clerical,Unmarried,Other,Female,18238,1869,35,Scotland
2318,20,Private,217711,Some-college,10,Widowed,Other-service,Unmarried,Other,Female,33359,486,41,Columbia
2319,35,Private,126290,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,30241,4363,57,Guatemala
2320,57,Private,33321,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,10231,3670,61,Honduras
2321,65,Private,292089,9th,11,Divorced,Other-service,Not-in-family,White,Female,17208,1165,46,Japan
2322,32,Private,182026,11th,9,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,4738,2021,57,Philippines
2323,20,Private,189246,Bachelors,11,Divorced,Prof-specialty,Unmarried,Black,Female,1102,1813,39,Hong
2324,24,State-gov,180190,12th,10,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,4243,3839,15,Germany
2325,26,Private,279233,5th-6th,4,Never-married,Exec-managerial,Not-in-family,Other,Female,40963,1754,42,Greece
2326,63,Private,78012,Some-college,7,Never-married,Adm-clerical,Unmarried,Black,Female,17694,1721,64,Hong
2327,46,Private,215542,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,25243,671,40,Germany
2328,87,Private,256759,Bachelors,16,Divorced,Sales,Own-child,Black,Female,20746,238,61,Mexico
2329,65,Local-gov,63429,Bachelors,12,Never-married,Other-service,Unmarried,Other,Female,36146,1995,40,Puerto-Rico
2330,52,Local-gov,215758,10th,13,Never-married,Adm-clerical,Not-in-family,White,Female,17808,2355,43,Scotland
2331,51,Private,148993,Assoc-acdm,18,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,34724,1002,57,Dominican-Republic
2332,87,Private,141607,HS-grad,19,Never-married,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,4889,1931,87,United-States
2333,23,Local-gov,197535,Some-college,11,Widowed,Craft-repair,Not-in-family,Black,Female,626,3543,11,Hungary
2334,80,Private,177366,Some-college,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,17928,638,10,Columbia
2335,27,Local-gov,101244,Bachelors,9,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,5032,2387,32,Ecuador
2336,42,Federal-gov,199264,HS-grad,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,2701,44,England
2337,72,Local-gov,215981,Some-college,15,Married-civ-spouse,Other-service,Own-child,Other,Female,25099,1634,32,Thailand
2338,72,Private,129518,Bachelors,11,Never-married,Other-service,Other-relative,Black,Female,7611,1973,9,El-Salvador
2339,73,Private,163697,HS-grad,15,Separated,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,27402,1200,39,Italy
2340,26,Private,13986,Masters,8,Never-married,Adm-clerical,Not-in-family,White,Female,33133,2977,46,Holand-Netherlands
2341,28,Private,237105,10th,10,Separated,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,38703,610,24,Ireland
