,age,workclass,fnlwgt,education,education_num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
1299,45,Self-emp-inc,44807,Bachelors,4,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,36266,3064,39,Columbia
1300,70,Federal-gov,446609,5th-6th,1,Married-civ-spouse,Sales,Unmarried,White,Female,21434,1546,29,Nicaragua
1301,42,Federal-gov,1295069,HS-grad,1, Separated,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,16964,4374,40,Hong
1302,41,Private,796552,12th,2,Never-married,Craft-repair,Other-relative,Black,Female,30845,514,35,Columbia
1303,43,Local-gov,239937,5th-6th,7,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Female,32283,1796,59,Dominican-Republic
1304,20,Local-gov,167657,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,15820,3535,58,China
1305,65,Self-emp-inc,451196,Prof-school,2, Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,5533,3661,62,Ireland
1306,37,Federal-gov,817006,11th,5,Divorced,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,1308,2162,97,Peru
1307,37,Self-emp-inc,553673,Masters,15,Married-spouse-absent,Tech-support,Own-child,Black,Female,22960,3029,49,Scotland
1308,31,Local-gov,1045518,Bachelors,1,Married-civ-spouse,Transport-moving,Unmarried,Other,Female,35604,2091,80,Vietnam
1309,31,Self-emp-not-inc,166618,12th,4,Married-spouse-absent,Sales,Other-relative,Black,Female,12823,337,1,Poland
1310,89,Self-emp-inc,1332236,10th,12,Divorced,Transport-moving,Not-in-family,Other,Female,14565,2041,55,Thailand
1311,84,Self-emp-inc,315818,HS-grad,2,Widowed,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,38352,351,79,Outlying-US(Guam-USVI-etc)
1312,30,Self-emp-inc,864153,Doctorate,16,Never-married,Transport-moving,Husband,White,Female,12376,457,82,Hungary
1313,41,Without-pay,382909,5th-6th,7,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,27271,1147,71,France
1314,45,Local-gov,1196876,Some-college,12,Widowed,Farming-fishing,Own-child,Other,Female,38599,1795,12,Honduras
1315,43,Without-pay,662234,Bachelors,3,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,2924,3836,79,Columbia
1316,54,Self-emp-inc,345215,Assoc-voc,9,Married-AF-spouse,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Female,3809,1171,63,Taiwan
1317,86,State-gov,755494,Assoc-acdm,6,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,8453,754,45,Columbia
1318,49,Self-emp-not-inc,66343,11th,10,Widowed,Adm-clerical,Other-relative,Black,Female,13888,4181,92,England
1319,43,State-gov,1223859,1st-4th,8,Divorced,Farming-fishing,Wife,Other,Female,28744,1187,87,Canada
1320,33,Federal-gov,1217461,Some-college,6,Divorced,Armed-Forces,Wife,Black,Female,5364,1460,16,China
1321,50,State-gov,845952,Prof-school,2,Widowed,Protective-serv,Unmarried,Black,Female,906,2170,43,Peru
1322,20,State-gov,441555,9th,10,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,28278,2439,40,United-States
1323,58,Self-emp-not-inc,442547,Bachelors,4,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,2523,3787,76,Hong
1324,42,Without-pay,208505,10th,1,Married-civ-spouse,Other-service,Wife,White,Female,28212,142,85,Iran
1325,49,Self-emp-not-inc,1481545,11th,5,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,1385,1196,42,Portugal
1326,60,Local-gov,938023,Bachelors,10,Divorced,Adm-clerical,Own-child,Other,Female,25210,2918,85,Haiti
1327,86,Private,656802,9th,2,Widowed,Transport-moving,Wife,White,Female,8553,573,44,Outlying-US(Guam-USVI-etc)
1328,54,Local-gov,180605,12th,2,Never-married,Handlers-cleaners,Own-child,White,Female,38230,2131,75,Ecuador
1329,90,Federal-gov,664722,Some-college,15,Married-spouse-absent,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,11087,1928,60,India
1330,18,State-gov,768006,Bachelors,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,16055,1285,28,Trinadad&Tobago
1331,48,State-gov,438204,Bachelors,14,Married-spouse-absent,Protective-serv,Unmarried,Other,Female,12641,4091,99,Iran
1332,83,Private,86881,Prof-school,2,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Female,32655,1844,26,Outlying-US(Guam-USVI-etc)
1333,62,State-gov,683259,Assoc-voc,2, Separated,Priv-house-serv,Husband,Black,Female,6811,691,32,Philippines
1334,39,Federal-gov,1155391,Masters,13,Married-AF-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,11826,3413,77,Peru
1335,68,Without-pay,660439,Masters,8,Divorced,Armed-Forces,Unmarried,Other,Female,10679,1336,15,Dominican-Republic
1336,65,Local-gov,49880,1st-4th,16,Married-spouse-absent,Tech-support,Wife,Amer-Indian-Eskimo,Female,35112,1587,50,England
1337,50,Local-gov,993450,11th,6,Married-AF-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Female,34345,1290,5,Peru
1338,55,Without-pay,765469,1st-4th,13,Divorced,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,18425,2479,22,El-Salvador
1339,66,Self-emp-inc,165618,Preschool,14,Widowed,Priv-house-serv,Not-in-family,Other,Female,8592,401,50,France
1340,40,State-gov,1483729,Some-college,8,Widowed,Adm-clerical,Own-child,Other,Female,39868,1564,4,Laos
1341,24,Self-emp-not-inc,161318,Assoc-voc,4,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Female,29716,3608,55,Taiwan
1342,28,Self-emp-not-inc,87591,10th,12,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,25908,17,59,Hong
1343,18,Without-pay,660175,Bachelors,14,Married-AF-spouse,Prof-specialty,Wife,Other,Female,29045,2195,61,Puerto-Rico
1344,65,Local-gov,1162788,9th,14,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,6485,908,63,Laos
1345,28,Local-gov,215848,12th,4,Married-AF-spouse,Farming-fishing,Own-child,Other,Female,15594,4155,6,Laos
1346,27,Without-pay,209088,Assoc-acdm,2,Divorced,Priv-house-serv,Other-relative,White,Female,14322,3248,2,India
1347,37,Self-emp-inc,626624,Preschool,16,Married-civ-spouse,Exec-managerial,Other-relative,Other,Female,5750,2665,77,England
1348,88,Federal-gov,1089387,HS-grad,3,Married-civ-spouse,Craft-repair,Other-relative,Other,Female,3178,3105,82,Holand-Netherlands
1349,31,State-gov,677573,7th-8th,11,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,13130,2948,14,Columbia
1350,82,State-gov,1002006,Masters,11,Widowed,Sales,Own-child,Asian-Pac-Islander,Female,1032,1807,15,Japan
1351,73,Self-emp-inc,668844,1st-4th,8,Married-spouse-absent,Adm-clerical,Wife,Black,Female,4363,3467,61,Poland
1352,67,Self-emp-not-inc,732465,Assoc-acdm,14, Separated,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,32289,3194,90,Germany
1353,59,Self-emp-inc,540296,Some-college,1,Divorced,Armed-Forces,Unmarried,Other,Female,19170,2497,63,Puerto-Rico
1354,73,Self-emp-not-inc,21164,Some-college,10,Married-AF-spouse,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,27287,3694,8,Ecuador
1355,58,Self-emp-inc,402698,Doctorate,16,Divorced,Adm-clerical,Other-relative,Other,Female,14409,1303,92,South
1356,80,Private,963179,Assoc-acdm,15,Widowed,Sales,Other-relative,White,Female,3913,3914,49,Italy
1357,26,Private,1081018,Preschool,6,Divorced,Sales,Wife,Other,Female,30646,1598,23,Cuba
1358,86,Private,803833,Assoc-voc,1,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,32871,2707,72,Taiwan
1359,18,Private,262300,5th-6th,5,Never-married,Tech-support,Unmarried,Other,Female,11252,2764,41,El-Salvador
1360,84,State-gov,473936,9th,4,Married-civ-spouse,Sales,Husband,Black,Female,38617,779,68,South
1361,36,Without-pay,264591,Prof-school,8,Widowed,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Female,12267,1031,57,England
1362,41,Private,134878,Assoc-voc,5,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Female,15721,1951,71,South
1363,88,Self-emp-inc,172290,Masters,8, Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,9820,3022,96,India
1364,43,Local-gov,1177349,9th,10, Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,3744,772,86,Germany
1365,50,State-gov,1293422,1st-4th,7,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,36444,2847,87,Haiti
1366,84,Self-emp-not-inc,691183,12th,10,Married-civ-spouse,Protective-serv,Unmarried,Black,Female,33726,1492,97,Honduras
1367,85,Local-gov,244144,11th,7,Married-spouse-absent,Other-service,Unmarried,White,Female,14432,335,88,South
1368,72,Local-gov,1271719,Some-college,8, Separated,Sales,Other-relative,Black,Female,35990,3525,76,Laos
1369,30,Without-pay,598713,Assoc-voc,16,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,11154,1774,51,Ecuador
1370,76,Local-gov,689015,HS-grad,16,Widowed,Priv-house-serv,Not-in-family,Black,Female,31092,2781,95,Mexico
1371,35,Self-emp-inc,1360132,Prof-school,15,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,26515,4501,77,Haiti
1372,45,Private,1217230,10th,2,Married-civ-spouse,Farming-fishing,Not-in-family,Asian-Pac-Islander,Female,31478,439,3,El-Salvador
1373,61,State-gov,973290,Doctorate,7,Married-AF-spouse,Transport-moving,Not-in-family,White,Female,26191,184,15,Japan
1374,47,Self-emp-not-inc,752159,Preschool,6,Divorced,Transport-moving,Wife,White,Female,29342,1461,1,Ecuador
1375,69,Self-emp-not-inc,131468,Some-college,4,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Female,37029,2588,55,Yugoslavia
1376,74,Local-gov,163352,10th,10, Separated,Sales,Unmarried,Other,Female,13630,1787,29,Honduras
1377,60,Self-emp-not-inc,255833,12th,11,Divorced,Tech-support,Unmarried,Other,Female,39980,3311,99,Hungary
1378,59,Local-gov,312318,9th,1,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,1236,557,39,Dominican-Republic
1379,19,Self-emp-inc,705860,7th-8th,16,Never-married,Transport-moving,Wife,White,Female,24461,1119,88,Portugal
1380,77,Without-pay,203302,9th,11,Married-spouse-absent,Handlers-cleaners,Wife,White,Female,14387,2787,54,Scotland
1381,41,Self-emp-inc,574091,11th,2,Divorced,Armed-Forces,Wife,Asian-Pac-Islander,Female,31194,1472,1,Guatemala
1382,81,Self-emp-not-inc,429911,11th,4,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,32129,3526,38,Guatemala
1383,24,Local-gov,1288131,Preschool,16,Widowed,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,38439,4135,35,Dominican-Republic
1384,78,State-gov,210696,Doctorate,12,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,1278,4436,67,Hungary
1385,50,Self-emp-inc,368537,HS-grad,2,Married-civ-spouse,Protective-serv,Own-child,White,Female,4923,3741,58,Ireland
1386,22,Private,983196,10th,11, Separated,Handlers-cleaners,Other-relative,Black,Female,18930,1716,99,United-States
1387,84,Self-emp-not-inc,1184331,Masters,7,Married-civ-spouse,Tech-support,Unmarried,White,Female,7325,314,79,Peru
1388,25,Self-emp-not-inc,809238,Assoc-voc,6,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,32413,3404,14,Haiti
1389,60,Local-gov,1185642,Doctorate,13,Married-civ-spouse,Handlers-cleaners,Wife,Other,Female,39671,1436,25,Vietnam
1390,73,Without-pay,969966,7th-8th,3,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,10546,522,51,Taiwan
1391,86,Without-pay,136229,9th,2,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,41073,3227,51,Outlying-US(Guam-USVI-etc)
1392,30,State-gov,302638,Assoc-acdm,5,Married-spouse-absent,Craft-repair,Other-relative,White,Female,39892,867,19,Honduras
1393,85,Private,162584,HS-grad,15, Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,20661,3818,78,Vietnam
1394,62,Self-emp-not-inc,152688,12th,5,Divorced,Tech-support,Own-child,Other,Female,39312,3980,93,El-Salvador
1395,70,Self-emp-not-inc,1093209,5th-6th,14,Never-married,Sales,Unmarried,Black,Female,12796,3888,20,Outlying-US(Guam-USVI-etc)
1396,73,Federal-gov,398956,5th-6th,7,Married-AF-spouse,Farming-fishing,Not-in-family,Other,Female,37072,4527,33,Honduras
1397,25,Self-emp-not-inc,365259,9th,7,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,1163,2731,9,Thailand
1398,72,Private,1045606,7th-8th,15,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,40481,1556,33,Greece
1399,48,Federal-gov,505335,Bachelors,5, Separated,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,15561,2216,45,England
1400,51,State-gov,703608,Some-college,13,Married-AF-spouse,Adm-clerical,Husband,White,Female,18863,3052,72,Holand-Netherlands
1401,82,State-gov,704152,Bachelors,13,Married-AF-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,22481,2343,28,Germany
1402,53,Federal-gov,1384664,Masters,15, Separated,Priv-house-serv,Unmarried,Other,Female,14599,3711,3,Hungary
1403,89,State-gov,1396988,Some-college,13,Married-spouse-absent,Protective-serv,Own-child,White,Female,22918,3209,35,United-States
1404,57,State-gov,1240609,11th,11,Married-AF-spouse,Other-service,Not-in-family,Other,Female,14198,1356,72,China
1405,69,Local-gov,539007,10th,14,Divorced,Transport-moving,Unmarried,Other,Female,10399,4082,82,Italy
1406,42,Private,507416,Masters,7,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,28702,3720,75,Germany
1407,87,Local-gov,1466801,Assoc-acdm,3,Married-AF-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Female,39713,3283,39,Canada
1408,42,Self-emp-inc,572155,11th,15,Married-spouse-absent,Transport-moving,Wife,Amer-Indian-Eskimo,Female,21079,2833,15,Dominican-Republic
1409,50,Self-emp-not-inc,188905,10th,3,Never-married,Exec-managerial,Wife,Other,Female,5476,2285,75,United-States
1410,64,Without-pay,1262033,Some-college,7,Never-married,Exec-managerial,Other-relative,White,Female,30374,3053,62,Honduras
1411,81,Federal-gov,740989,Bachelors,10, Separated,Transport-moving,Husband,Other,Female,1742,1078,91,Dominican-Republic
1412,60,Self-emp-not-inc,1125420,11th,8,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,27893,4382,15,Laos
1413,60,State-gov,15947,10th,3,Married-spouse-absent,Transport-moving,Wife,Other,Female,12180,3292,88,Trinadad&Tobago
1414,70,State-gov,747075,Prof-school,4,Married-AF-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,34458,3969,95,Haiti
1415,64,Self-emp-not-inc,77274,Preschool,1,Married-civ-spouse,Prof-specialty,Unmarried,Black,Female,18664,2486,90,Greece
1416,52,Self-emp-not-inc,1277232,Assoc-acdm,4,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,23892,2251,7,Germany
1417,76,Private,1011143,Masters,3,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,5234,745,4,Haiti
1418,36,State-gov,518381,12th,7,Married-AF-spouse,Machine-op-inspct,Husband,Other,Female,9471,498,68,Greece
1419,26,Federal-gov,1374131,Assoc-voc,15, Separated,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,5072,1939,62,Yugoslavia
1420,75,Local-gov,990291,Assoc-voc,10,Divorced,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,27320,2394,14,Ireland
1421,77,Self-emp-inc,835993,HS-grad,2,Widowed,Handlers-cleaners,Wife,White,Female,25114,2473,49,Italy
1422,54,Without-pay,1441178,9th,12,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,10273,2950,54,Cuba
1423,72,Private,413672,12th,6,Divorced,Farming-fishing,Husband,Other,Female,26566,1765,70,Trinadad&Tobago
1424,34,Self-emp-inc,577210,9th,2,Never-married,Protective-serv,Other-relative,Black,Female,22398,4365,21,Hungary
1425,29,Self-emp-not-inc,353623,7th-8th,8,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,31428,626,38,Iran
1426,65,Without-pay,676376,9th,12,Widowed,Transport-moving,Husband,Other,Female,22052,2539,68,El-Salvador
1427,34,State-gov,694551,1st-4th,12,Divorced,Tech-support,Unmarried,Black,Female,29338,3181,79,Yugoslavia
1428,78,State-gov,1246100,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Female,24762,2672,40,Laos
1429,65,Private,482859,Doctorate,16,Married-AF-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,6953,3370,2,Italy
1430,74,Local-gov,615187,Assoc-voc,16,Widowed,Armed-Forces,Other-relative,Other,Female,23744,2178,77,Yugoslavia
1431,29,Private,1365621,7th-8th,15,Divorced,Protective-serv,Other-relative,Other,Female,40214,2377,63,Greece
1432,80,Federal-gov,518386,7th-8th,3,Married-spouse-absent,Sales,Unmarried,Other,Female,2105,1033,38,Poland
1433,54,State-gov,910659,7th-8th,8,Married-civ-spouse,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,30756,511,93,Taiwan
1434,28,Self-emp-not-inc,202001,7th-8th,13, Separated,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,17625,1123,45,Honduras
1435,26,Without-pay,1187481,5th-6th,12, Separated,Priv-house-serv,Wife,White,Female,18157,2473,71,Columbia
1436,19,Self-emp-inc,1457532,Doctorate,16,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,1106,3632,14,Poland
1437,33,Self-emp-inc,1066002,10th,6,Widowed,Prof-specialty,Own-child,Other,Female,14414,2876,81,Laos
1438,90,State-gov,1401972,1st-4th,16,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,14147,905,85,Haiti
1439,42,State-gov,287801,12th,7,Married-spouse-absent,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,4853,2224,39,France
1440,57,Self-emp-not-inc,809967,Masters,1, Separated,Farming-fishing,Own-child,Asian-Pac-Islander,Female,14726,2684,45,Trinadad&Tobago
1441,56,Self-emp-inc,1276836,Preschool,11,Married-AF-spouse,Craft-repair,Not-in-family,White,Female,23309,1037,98,Greece
1442,62,Local-gov,1376744,7th-8th,3,Never-married,Tech-support,Unmarried,Other,Female,8472,2957,3,Portugal
1443,65,State-gov,599205,7th-8th,6,Married-civ-spouse,Protective-serv,Unmarried,White,Female,33632,4484,46,Outlying-US(Guam-USVI-etc)
1444,36,Self-emp-inc,1241469,Prof-school,11,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Female,38939,110,25,India
1445,19,Private,1182571,9th,3,Never-married,Machine-op-inspct,Husband,Black,Female,15657,159,71,South
1446,88,State-gov,409109,7th-8th,15,Widowed,Adm-clerical,Wife,Black,Female,7698,3375,58,Hungary
1447,51,Federal-gov,1276066,5th-6th,15,Divorced,Transport-moving,Own-child,White,Female,38791,3226,42,Japan
1448,44,Self-emp-not-inc,805655,Some-college,12,Married-AF-spouse,Adm-clerical,Unmarried,Other,Female,26038,1892,55,Canada
1449,31,State-gov,1169893,12th,11,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,27257,918,56,South
1450,25,Without-pay,600556,HS-grad,16,Widowed,Handlers-cleaners,Own-child,Other,Female,36527,2740,27,Philippines
1451,63,Federal-gov,886759,Preschool,2,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,37535,1493,54,Laos
1452,76,Self-emp-inc,350975,Assoc-acdm,2,Divorced,Craft-repair,Unmarried,White,Female,817,82,42,Japan
1453,66,Private,487921,Prof-school,8,Never-married,Machine-op-inspct,Wife,White,Female,14790,3728,47,Mexico
1454,19,Federal-gov,1107743,11th,15,Married-civ-spouse,Adm-clerical,Wife,Black,Female,41183,3896,20,Japan
1455,54,State-gov,1359304,Preschool,3,Divorced,Transport-moving,Unmarried,White,Female,12330,3357,71,Thailand
1456,47,Without-pay,986302,9th,11,Divorced,Farming-fishing,Not-in-family,White,Female,32305,241,91,El-Salvador
1457,32,Federal-gov,585347,Prof-school,12,Widowed,Other-service,Other-relative,Black,Female,22209,475,61,Laos
1458,43,Local-gov,381320,Some-college,12,Widowed,Adm-clerical,Other-relative,Black,Female,37540,2335,73,Puerto-Rico
1459,82,Federal-gov,1018803,Preschool,13,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,36949,3679,25,Trinadad&Tobago
1460,83,Without-pay,402588,Assoc-voc,12,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,5921,2795,90,Peru
1461,61,Self-emp-inc,638226,Doctorate,2,Divorced,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,25228,2326,48,Dominican-Republic
1462,73,Self-emp-not-inc,1219273,Doctorate,7, Separated,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,3293,3168,62,Japan
1463,74,Self-emp-not-inc,1359009,Preschool,2,Never-married,Craft-repair,Not-in-family,Black,Female,15560,675,78,Taiwan
1464,36,Self-emp-not-inc,298234,Prof-school,11,Divorced,Transport-moving,Husband,Other,Female,29436,506,38,Yugoslavia
1465,30,Self-emp-inc,584101,Some-college,15,Widowed,Tech-support,Other-relative,White,Female,325,2379,18,Peru
1466,22,Private,545237,7th-8th,5,Married-AF-spouse,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,35654,4300,83,Scotland
1467,49,Self-emp-not-inc,864031,11th,2,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Female,14000,3163,27,Thailand
1468,63,Without-pay,1479326,10th,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Female,6790,1346,24,Greece
1469,41,Self-emp-inc,872074,Prof-school,16,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,28832,3383,87,Canada
1470,65,Local-gov,1479594,12th,3,Married-spouse-absent,Machine-op-inspct,Not-in-family,Other,Female,30216,1109,68,Taiwan
1471,28,Self-emp-inc,879421,11th,13,Widowed,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,5734,202,40,Ecuador
1472,67,Local-gov,557388,Prof-school,12,Married-civ-spouse,Protective-serv,Other-relative,White,Female,11082,1884,5,Japan
1473,34,Self-emp-not-inc,68521,11th,8,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,34846,4289,23,Thailand
1474,40,State-gov,693575,Assoc-acdm,10,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,7247,2375,91,Cuba
1475,30,Self-emp-inc,366537,Prof-school,12, Separated,Sales,Not-in-family,Asian-Pac-Islander,Female,30910,4265,96,Hong
1476,40,Private,1281629,10th,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,37343,1061,14,China
1477,50,Self-emp-not-inc,1344259,HS-grad,2,Never-married,Handlers-cleaners,Not-in-family,Other,Female,29790,4320,61,Iran
1478,81,State-gov,626572,11th,1,Married-spouse-absent,Priv-house-serv,Own-child,White,Female,6578,4185,16,Portugal
1479,49,Federal-gov,1418297,Assoc-voc,10,Married-spouse-absent,Tech-support,Other-relative,White,Female,37263,2333,25,China
1480,18,State-gov,962328,9th,9,Married-civ-spouse,Other-service,Not-in-family,Black,Female,17661,120,81,United-States
1481,34,Self-emp-not-inc,1200330,Preschool,11,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,27517,575,68,Puerto-Rico
1482,59,Local-gov,1470809,7th-8th,3,Married-spouse-absent,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Female,35888,48,42,United-States
1483,70,Federal-gov,1411965,7th-8th,12, Separated,Craft-repair,Wife,White,Female,36911,2682,20,Holand-Netherlands
1484,32,Private,497965,Masters,16,Widowed,Priv-house-serv,Own-child,Other,Female,26474,3006,94,Trinadad&Tobago
1485,35,Local-gov,513512,Masters,3, Separated,Armed-Forces,Husband,Other,Female,17890,2002,73,Outlying-US(Guam-USVI-etc)
1486,68,Without-pay,177985,Assoc-voc,7, Separated,Tech-support,Wife,Other,Female,11019,109,77,Scotland
1487,19,Self-emp-inc,414702,Bachelors,3,Married-civ-spouse,Priv-house-serv,Other-relative,Black,Female,26489,588,63,England
1488,70,State-gov,919568,9th,11,Married-spouse-absent,Tech-support,Other-relative,Asian-Pac-Islander,Female,2496,1378,61,United-States
1489,22,Federal-gov,1415449,5th-6th,12,Married-spouse-absent,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,27791,3186,84,Canada
1490,53,Private,831134,9th,3,Widowed,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,404,1139,47,Germany
1491,79,Federal-gov,1292814,Some-college,11,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,Female,34081,3737,5,Taiwan
1492,26,Self-emp-inc,1220434,1st-4th,9,Widowed,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,32019,4297,48,India
1493,87,Self-emp-not-inc,1307219,7th-8th,4,Widowed,Transport-moving,Own-child,Asian-Pac-Islander,Female,31066,61,16,Vietnam
1494,32,Private,1167113,5th-6th,16,Divorced,Adm-clerical,Wife,Black,Female,33114,1598,69,Guatemala
1495,80,Local-gov,1312825,Assoc-voc,3,Married-AF-spouse,Farming-fishing,Husband,Other,Female,23055,804,65,France
1496,83,Federal-gov,676756,Prof-school,1,Divorced,Armed-Forces,Husband,Black,Female,12854,1688,46,Poland
1497,39,Federal-gov,1351753,Assoc-acdm,8,Married-spouse-absent,Sales,Other-relative,Other,Female,23182,922,53,Peru
1498,34,Self-emp-inc,909134,Bachelors,3,Married-AF-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,23242,3610,89,Germany
1499,25,Self-emp-not-inc,714145,HS-grad,1,Divorced,Prof-specialty,Not-in-family,Other,Female,20192,1656,29,Peru
1500,27,Without-pay,467439,Prof-school,8,Widowed,Protective-serv,Own-child,Amer-Indian-Eskimo,Female,917,4319,4,Poland
1501,56,Self-emp-inc,978428,Prof-school,10,Never-married,Exec-managerial,Not-in-family,White,Female,24003,1534,47,Scotland
1502,45,Local-gov,280271,Preschool,10,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Female,26174,2381,27,Poland
1503,76,Federal-gov,983607,5th-6th,15,Divorced,Priv-house-serv,Not-in-family,Black,Female,15398,386,47,Cuba
1504,20,Private,676388,7th-8th,8,Married-AF-spouse,Other-service,Other-relative,Amer-Indian-Eskimo,Female,37608,1394,53,Philippines
1505,55,Federal-gov,883648,Preschool,7,Married-civ-spouse,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,29096,2101,86,Honduras
1506,55,Self-emp-not-inc,1243359,Assoc-acdm,9,Widowed,Machine-op-inspct,Other-relative,White,Female,30024,2336,46,Puerto-Rico
1507,87,Self-emp-not-inc,624821,1st-4th,15,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,34297,1276,87,Poland
1508,57,State-gov,841496,11th,9, Separated,Exec-managerial,Not-in-family,Black,Female,23413,2816,38,Cuba
1509,19,Self-emp-inc,339746,Assoc-voc,5,Widowed,Handlers-cleaners,Other-relative,Black,Female,22120,2072,99,Germany
