,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country
2300,47,Federal-gov,1163255,Doctorate,Never-married,Handlers-cleaners,Husband,White,Male,41,El-Salvador
2301,36,Private,732855,9th,Married-spouse-absent,Transport-moving,Other-relative,Other,Female,23,England
2302,39,Federal-gov,1041622,Prof-school,Never-married,Priv-house-serv,Wife,White,Male,56,United-States
2303,64,Self-emp-inc,611174,12th,Widowed,Protective-serv,Husband,White,Male,79,El-Salvador
2304,89,Local-gov,235221,Prof-school,Married-civ-spouse,Transport-moving,Wife,Black,Female,3,Haiti
2305,17,Self-emp-inc,180404,7th-8th,Widowed,Protective-serv,Husband,Asian-Pac-Islander,Female,78,Taiwan
2306,54,State-gov,425493,11th,Divorced,Adm-clerical,Not-in-family,Other,Male,35,El-Salvador
2307,50,Without-pay,868321,9th,Never-married,Handlers-cleaners,Husband,Black,Female,13,Trinadad&Tobago
2308,73,Local-gov,741595,1st-4th,Widowed,Armed-Forces,Husband,Asian-Pac-Islander,Male,18,India
2309,27,State-gov,506924,Preschool,Widowed,Priv-house-serv,Not-in-family,White,Male,77,United-States
2310,72,Self-emp-inc,234560,Preschool, Separated,Prof-specialty,Wife,Black,Male,72,Laos
2311,48,Local-gov,1416840,7th-8th,Married-AF-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,10,United-States
2312,78,Self-emp-not-inc,610684,HS-grad,Divorced,Prof-specialty,Unmarried,Black,Female,85,Jamaica
2313,63,State-gov,315670,7th-8th,Married-AF-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Female,78,Ecuador
2314,87,Without-pay,523451,Preschool,Married-spouse-absent,Protective-serv,Unmarried,Black,Male,15,Peru
2315,85,Local-gov,713874,10th,Never-married,Sales,Wife,Amer-Indian-Eskimo,Male,40,Ireland
2316,54,Private,179449,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,77,Ireland
2317,32,Private,347996,12th,Married-spouse-absent,Craft-repair,Own-child,Amer-Indian-Eskimo,Female,76,India
2318,65,Private,1121211,7th-8th,Married-AF-spouse,Adm-clerical,Wife,Black,Male,62,Laos
2319,42,Local-gov,436437,Some-college,Divorced,Protective-serv,Other-relative,Other,Female,60,Columbia
2320,42,Self-emp-not-inc,503569,7th-8th,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,45,Poland
2321,40,Self-emp-inc,705049,Doctorate,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Female,11,Iran
2322,18,Local-gov,1352646,Prof-school,Divorced,Protective-serv,Other-relative,Black,Female,8,Haiti
2323,58,Federal-gov,817179,7th-8th, Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,60,China
2324,53,Self-emp-not-inc,1251131,HS-grad, Separated,Other-service,Unmarried,Other,Female,72,South
2325,83,Self-emp-inc,734839,10th, Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,57,Canada
2326,18,Local-gov,1117543,Prof-school,Married-spouse-absent,Priv-house-serv,Wife,White,Female,40,Nicaragua
2327,85,Self-emp-not-inc,164076,1st-4th,Married-AF-spouse,Priv-house-serv,Own-child,White,Female,85,Dominican-Republic
2328,84,Self-emp-not-inc,394213,9th,Divorced,Armed-Forces,Husband,Black,Female,10,Italy
2329,48,Federal-gov,275852,11th,Married-AF-spouse,Sales,Other-relative,Black,Female,77,Guatemala
2330,25,Private,106932,Prof-school,Married-AF-spouse,Sales,Wife,White,Male,6,South
2331,52,Private,161373,1st-4th,Married-civ-spouse,Farming-fishing,Unmarried,Black,Female,37,Mexico
2332,24,State-gov,1087730,Masters,Widowed,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,63,Jamaica
2333,80,Self-emp-not-inc,272267,Doctorate, Separated,Craft-repair,Other-relative,Other,Male,60,Poland
2334,51,State-gov,64610,Assoc-acdm,Never-married,Protective-serv,Husband,Asian-Pac-Islander,Male,4,Mexico
2335,77,Private,1266066,HS-grad,Divorced,Adm-clerical,Own-child,Black,Male,73,Iran
2336,19,Self-emp-not-inc,941226,Some-college,Widowed,Protective-serv,Unmarried,White,Female,4,Portugal
2337,75,Local-gov,848056,7th-8th,Divorced,Sales,Own-child,Black,Female,52,Laos
2338,40,Federal-gov,1084490,9th, Separated,Priv-house-serv,Other-relative,Black,Female,26,Greece
2339,65,Self-emp-inc,712045,HS-grad,Divorced,Machine-op-inspct,Own-child,Black,Female,31,Scotland
2340,30,Federal-gov,438702,Preschool,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,28,Peru
2341,62,Private,399892,Assoc-voc, Separated,Sales,Unmarried,Amer-Indian-Eskimo,Female,38,Vietnam
2342,53,Without-pay,1019923,1st-4th,Married-spouse-absent,Prof-specialty,Other-relative,Black,Male,29,United-States
2343,52,Without-pay,1350554,Prof-school, Separated,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,31,Canada
2344,25,Local-gov,612451,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,54,Puerto-Rico
2345,25,Private,112899,HS-grad,Married-AF-spouse,Priv-house-serv,Husband,Other,Female,13,Laos
2346,25,Private,107555,Preschool,Married-spouse-absent,Exec-managerial,Own-child,Black,Female,97,Cambodia
2347,64,Self-emp-not-inc,628490,Doctorate,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Female,60,Dominican-Republic
2348,48,Private,603957,7th-8th,Married-AF-spouse,Tech-support,Own-child,White,Female,99,United-States
2349,74,Without-pay,363149,10th,Married-civ-spouse,Transport-moving,Husband,Black,Female,36,Columbia
2350,20,State-gov,553998,12th,Widowed,Prof-specialty,Other-relative,Other,Female,45,China
2351,86,Federal-gov,1199103,Some-college, Separated,Craft-repair,Other-relative,Black,Female,64,Japan
2352,62,Self-emp-inc,1063946,Assoc-voc,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,56,England
2353,71,Private,911250,Doctorate,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,94,Yugoslavia
2354,80,Federal-gov,1062066,1st-4th,Never-married,Craft-repair,Husband,Other,Male,35,Guatemala
2355,49,State-gov,208015,Masters,Married-spouse-absent,Exec-managerial,Not-in-family,Other,Male,2,Ireland
2356,33,State-gov,183658,Assoc-voc,Divorced,Sales,Husband,White,Male,19,Puerto-Rico
2357,40,Local-gov,254341,12th,Widowed,Adm-clerical,Not-in-family,Other,Male,35,China
2358,63,Local-gov,1035124,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,Other,Male,19,Guatemala
2359,43,Local-gov,799787,Bachelors,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,53,Haiti
2360,60,Local-gov,590882,Doctorate, Separated,Other-service,Own-child,White,Female,75,Greece
2361,43,State-gov,239173,11th,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,74,Outlying-US(Guam-USVI-etc)
2362,51,State-gov,157502,Masters,Widowed,Armed-Forces,Husband,Other,Male,90,Dominican-Republic
2363,17,Self-emp-inc,122472,11th,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,11,El-Salvador
2364,56,Self-emp-inc,973346,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,6,Ireland
2365,32,Federal-gov,1340684,Some-college,Divorced,Craft-repair,Husband,Other,Male,87,Holand-Netherlands
2366,68,Self-emp-inc,549334,Masters,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,62,Outlying-US(Guam-USVI-etc)
2367,51,State-gov,33343,9th,Widowed,Adm-clerical,Unmarried,Black,Female,20,South
2368,38,Self-emp-not-inc,594689,HS-grad,Never-married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,28,El-Salvador
2369,44,Without-pay,294389,Some-college,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Male,37,England
2370,66,Federal-gov,1437540,Bachelors, Separated,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,72,Honduras
2371,26,State-gov,1273894,Prof-school,Married-AF-spouse,Sales,Husband,Asian-Pac-Islander,Female,25,France
2372,61,Federal-gov,99127,10th,Widowed,Armed-Forces,Not-in-family,Black,Female,40,England
2373,69,Self-emp-not-inc,885708,9th,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,16,Japan
2374,89,Without-pay,1373185,Doctorate,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,12,India
2375,74,Self-emp-not-inc,1437135,Preschool,Married-spouse-absent,Transport-moving,Other-relative,Black,Female,56,England
2376,22,Private,1432584,10th,Married-AF-spouse,Craft-repair,Wife,White,Female,7,Cuba
2377,35,Self-emp-inc,240794,Assoc-voc,Married-civ-spouse,Transport-moving,Unmarried,White,Male,65,Holand-Netherlands
2378,30,State-gov,1233646,11th,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,87,Poland
2379,24,Without-pay,854278,9th,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Male,45,South
2380,28,Federal-gov,566014,1st-4th,Married-spouse-absent,Tech-support,Husband,Asian-Pac-Islander,Male,60,Canada
2381,72,Without-pay,111139,Some-college,Married-AF-spouse,Prof-specialty,Own-child,Black,Male,67,Canada
2382,74,State-gov,1326904,Prof-school,Married-spouse-absent,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Female,73,Mexico
2383,90,Federal-gov,1467009,10th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Female,44,China
2384,27,State-gov,1221990,Preschool,Widowed,Sales,Wife,White,Female,59,Japan
2385,69,Local-gov,1158746,HS-grad,Never-married,Armed-Forces,Husband,White,Female,36,United-States
2386,63,Without-pay,704031,Prof-school,Married-spouse-absent,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,78,Scotland
2387,59,Self-emp-inc,500126,Some-college,Married-civ-spouse,Priv-house-serv,Other-relative,Amer-Indian-Eskimo,Male,52,Nicaragua
2388,48,Private,21056,7th-8th,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,31,El-Salvador
2389,33,Self-emp-not-inc,191487,Doctorate,Widowed,Farming-fishing,Unmarried,Asian-Pac-Islander,Male,34,Nicaragua
2390,70,Private,1402159,11th,Married-AF-spouse,Handlers-cleaners,Wife,Black,Male,5,Hungary
2391,63,Without-pay,702384,Doctorate,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,11,Mexico
2392,68,Without-pay,748549,Bachelors, Separated,Sales,Own-child,Amer-Indian-Eskimo,Female,93,Thailand
2393,18,Self-emp-not-inc,235291,5th-6th,Divorced,Protective-serv,Wife,Other,Female,56,Hungary
2394,35,Without-pay,179099,Assoc-acdm,Never-married,Armed-Forces,Own-child,Other,Male,54,Hungary
2395,22,Private,772461,Assoc-acdm,Married-spouse-absent,Farming-fishing,Own-child,Asian-Pac-Islander,Female,75,Hong
2396,56,Self-emp-inc,1239054,12th,Married-AF-spouse,Transport-moving,Other-relative,White,Male,36,Haiti
2397,49,Federal-gov,224872,11th, Separated,Craft-repair,Husband,White,Male,48,Holand-Netherlands
2398,42,Self-emp-inc,172391,7th-8th,Married-spouse-absent,Armed-Forces,Unmarried,Black,Male,83,Peru
2399,56,Federal-gov,146498,7th-8th,Married-spouse-absent,Craft-repair,Husband,Amer-Indian-Eskimo,Female,95,Ecuador
2400,25,Local-gov,203974,Prof-school,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,20,Ireland
2401,69,Private,697910,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,5,Guatemala
2402,24,Without-pay,489893,7th-8th,Married-civ-spouse,Prof-specialty,Own-child,White,Female,81,Columbia
2403,69,Private,153071,Bachelors, Separated,Other-service,Other-relative,Amer-Indian-Eskimo,Female,44,Japan
2404,25,Self-emp-inc,1220299,Masters,Married-spouse-absent,Adm-clerical,Wife,Other,Female,1,Laos
2405,24,Self-emp-inc,306479,HS-grad,Married-civ-spouse,Sales,Unmarried,White,Male,84,Trinadad&Tobago
2406,45,Private,929902,Masters,Never-married,Protective-serv,Other-relative,Other,Female,83,India
2407,59,Self-emp-inc,1026376,Assoc-acdm, Separated,Handlers-cleaners,Own-child,White,Male,35,Portugal
2408,19,State-gov,903210,1st-4th,Married-spouse-absent,Priv-house-serv,Not-in-family,Black,Male,76,Haiti
2409,50,State-gov,1049736,Doctorate,Married-AF-spouse,Farming-fishing,Wife,Black,Female,17,South
2410,31,Private,297820,Some-college,Married-AF-spouse,Craft-repair,Wife,White,Female,23,Thailand
2411,52,Without-pay,287471,11th,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,88,Honduras
2412,53,Federal-gov,114510,Preschool,Married-AF-spouse,Tech-support,Wife,Amer-Indian-Eskimo,Male,37,Canada
2413,20,Local-gov,1029965,5th-6th,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Male,75,Hong
2414,87,Federal-gov,1191370,1st-4th,Married-spouse-absent,Craft-repair,Wife,Black,Female,67,Portugal
2415,29,Without-pay,701377,7th-8th,Never-married,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,33,Laos
2416,86,Self-emp-not-inc,321853,7th-8th,Married-AF-spouse,Exec-managerial,Husband,Black,Female,26,England
2417,76,Federal-gov,1226224,5th-6th,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,61,Ireland
2418,90,Self-emp-inc,65662,Assoc-acdm,Divorced,Tech-support,Not-in-family,Black,Female,66,Greece
2419,86,State-gov,1228272,10th,Widowed,Exec-managerial,Unmarried,Black,Male,80,Haiti
2420,53,Private,293198,Some-college,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,28,Nicaragua
2421,62,Self-emp-not-inc,589370,12th,Married-spouse-absent,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,31,El-Salvador
2422,29,Local-gov,438921,12th,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,92,Japan
2423,26,Without-pay,1121621,1st-4th,Widowed,Handlers-cleaners,Unmarried,Black,Male,3,Puerto-Rico
2424,29,Local-gov,463280,Bachelors, Separated,Other-service,Other-relative,Black,Male,53,Taiwan
2425,51,Private,133128,Prof-school,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,63,Cuba
2426,23,Local-gov,1338345,12th,Never-married,Exec-managerial,Own-child,Black,Male,64,Ireland
2427,83,Without-pay,800270,Some-college,Married-civ-spouse,Priv-house-serv,Other-relative,Other,Male,9,Peru
2428,85,Without-pay,1285498,7th-8th,Widowed,Handlers-cleaners,Other-relative,Other,Female,33,Yugoslavia
2429,49,Local-gov,405248,1st-4th, Separated,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,52,Taiwan
2430,80,Local-gov,1141414,Bachelors,Married-AF-spouse,Priv-house-serv,Wife,Other,Male,96,Taiwan
2431,63,Local-gov,503068,12th,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,64,England
2432,65,Private,1045172,5th-6th,Married-spouse-absent,Tech-support,Own-child,Asian-Pac-Islander,Female,57,Vietnam
2433,85,Without-pay,248447,Assoc-acdm,Married-civ-spouse,Transport-moving,Wife,Other,Male,52,United-States
2434,88,State-gov,1040245,5th-6th,Married-AF-spouse,Craft-repair,Husband,Other,Male,28,Yugoslavia
2435,86,Private,859261,12th, Separated,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,66,Cambodia
2436,75,Local-gov,225739,10th,Divorced,Tech-support,Wife,Asian-Pac-Islander,Male,78,Portugal
2437,49,Private,1410222,Prof-school,Married-spouse-absent,Prof-specialty,Wife,White,Female,1,Mexico
2438,42,Local-gov,553920,7th-8th,Married-civ-spouse,Craft-repair,Wife,White,Male,18,Greece
2439,80,Self-emp-not-inc,1003454,Assoc-acdm, Separated,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,57,Holand-Netherlands
2440,29,Federal-gov,121560,1st-4th,Married-civ-spouse,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,12,Portugal
2441,28,Without-pay,811594,Preschool,Married-spouse-absent,Sales,Own-child,White,Female,20,Holand-Netherlands
2442,55,Local-gov,1144526,Bachelors,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,19,Puerto-Rico
2443,43,Federal-gov,1464679,HS-grad,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,79,United-States
2444,79,Without-pay,1138146,12th,Never-married,Handlers-cleaners,Unmarried,White,Male,57,Philippines
2445,55,Local-gov,1403855,Prof-school,Never-married,Other-service,Wife,Asian-Pac-Islander,Male,63,Scotland
2446,68,State-gov,470659,10th, Separated,Protective-serv,Other-relative,Black,Female,56,Outlying-US(Guam-USVI-etc)
2447,77,Without-pay,962564,Prof-school, Separated,Machine-op-inspct,Not-in-family,White,Male,37,Peru
2448,78,Self-emp-inc,1404236,1st-4th,Never-married,Other-service,Unmarried,White,Female,32,Taiwan
2449,42,State-gov,473200,9th, Separated,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,10,Puerto-Rico
2450,79,Private,1178952,7th-8th, Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,74,Thailand
2451,34,Local-gov,138864,9th,Widowed,Priv-house-serv,Wife,Other,Male,24,Guatemala
2452,64,Without-pay,197765,7th-8th,Never-married,Exec-managerial,Not-in-family,Other,Female,63,Hungary
2453,89,State-gov,1255240,HS-grad, Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,68,Honduras
2454,39,Private,1208628,Prof-school,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,90,Jamaica
2455,34,Self-emp-inc,1039147,Prof-school,Never-married,Farming-fishing,Wife,Asian-Pac-Islander,Male,60,Iran
2456,89,Local-gov,297994,12th,Divorced,Sales,Own-child,Other,Female,87,United-States
2457,81,State-gov,1294601,Some-college,Never-married,Priv-house-serv,Wife,Asian-Pac-Islander,Male,44,Canada
2458,19,Local-gov,930249,1st-4th,Divorced,Other-service,Wife,Other,Male,32,Laos
2459,69,Self-emp-inc,903805,1st-4th,Never-married,Farming-fishing,Wife,Black,Male,8,Laos
2460,36,Federal-gov,1172036,Assoc-acdm,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,71,Yugoslavia
2461,84,Private,656538,5th-6th, Separated,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,11,Columbia
2462,24,Self-emp-not-inc,132226,HS-grad,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Female,14,Ireland
2463,66,Private,256884,Bachelors,Widowed,Handlers-cleaners,Husband,Asian-Pac-Islander,Female,34,United-States
2464,59,Without-pay,760859,Some-college,Divorced,Protective-serv,Other-relative,Black,Female,82,Outlying-US(Guam-USVI-etc)
2465,88,Local-gov,926665,Prof-school,Widowed,Sales,Own-child,Black,Male,33,Holand-Netherlands
2466,38,Self-emp-not-inc,470304,5th-6th,Married-civ-spouse,Sales,Husband,Black,Female,42,Puerto-Rico
2467,89,Without-pay,878197,Bachelors, Separated,Other-service,Unmarried,White,Male,60,Holand-Netherlands
2468,60,State-gov,51157,Prof-school,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Female,5,Cambodia
2469,36,Private,480979,HS-grad,Married-AF-spouse,Prof-specialty,Wife,White,Male,77,Mexico
2470,64,Local-gov,39756,12th,Married-AF-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,82,Hungary
2471,54,Without-pay,493874,Prof-school,Widowed,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,46,Honduras
2472,60,Without-pay,1407060,Prof-school,Never-married,Craft-repair,Unmarried,Black,Male,75,Thailand
2473,49,State-gov,1437619,Masters,Married-AF-spouse,Exec-managerial,Wife,White,Female,14,Hong
2474,35,Self-emp-inc,872949,Assoc-acdm,Married-AF-spouse,Tech-support,Husband,Other,Male,34,Haiti
2475,36,Without-pay,471620,Doctorate,Never-married,Handlers-cleaners,Other-relative,Black,Male,66,England
2476,79,Local-gov,1403454,Assoc-voc,Widowed,Armed-Forces,Wife,Black,Female,97,France
2477,65,State-gov,796935,Bachelors,Married-AF-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,15,Nicaragua
2478,28,Federal-gov,659204,10th,Married-AF-spouse,Priv-house-serv,Husband,Other,Male,9,Hong
2479,38,Self-emp-inc,721270,7th-8th,Married-civ-spouse,Craft-repair,Other-relative,Other,Female,90,Columbia
2480,33,State-gov,827556,HS-grad,Never-married,Tech-support,Husband,White,Male,96,Iran
2481,41,Federal-gov,215338,1st-4th,Married-AF-spouse,Transport-moving,Own-child,Black,Male,39,Vietnam
2482,25,Without-pay,766589,10th,Widowed,Machine-op-inspct,Not-in-family,Other,Female,3,United-States
2483,52,Self-emp-not-inc,312725,Some-college,Married-AF-spouse,Priv-house-serv,Unmarried,Black,Male,16,Haiti
2484,76,Self-emp-inc,670701,1st-4th,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,82,Portugal
2485,43,Federal-gov,438009,9th,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,39,Philippines
2486,48,Private,1206926,Assoc-acdm,Married-AF-spouse,Sales,Other-relative,Black,Female,25,Yugoslavia
2487,36,Self-emp-inc,466758,10th,Widowed,Sales,Not-in-family,Other,Male,32,Italy
2488,24,Local-gov,139803,11th,Never-married,Other-service,Husband,White,Male,94,Outlying-US(Guam-USVI-etc)
2489,37,State-gov,304746,7th-8th,Divorced,Tech-support,Unmarried,White,Male,67,Thailand
2490,83,Self-emp-not-inc,37828,HS-grad,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,5,Japan
2491,18,Federal-gov,681724,11th, Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,14,Japan
2492,75,Private,332666,12th,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,36,Mexico
2493,54,Self-emp-not-inc,82615,Assoc-voc, Separated,Armed-Forces,Wife,Black,Female,32,Hungary
2494,87,Without-pay,105496,5th-6th,Married-spouse-absent,Farming-fishing,Own-child,Other,Male,97,Taiwan
2495,61,Local-gov,1059417,11th,Married-AF-spouse,Prof-specialty,Own-child,Black,Male,96,Canada
2496,23,Private,847774,Masters,Widowed,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,63,Columbia
2497,37,State-gov,715315,Assoc-acdm, Separated,Other-service,Not-in-family,Black,Male,31,England
2498,55,Local-gov,488480,9th,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,80,Greece
2499,31,Local-gov,1247200,7th-8th,Divorced,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,56,Cambodia
2500,47,Without-pay,1280178,Prof-school,Widowed,Farming-fishing,Other-relative,Other,Male,14,Poland
2501,39,Self-emp-inc,829128,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,9,Guatemala
2502,79,Local-gov,188515,11th,Widowed,Craft-repair,Other-relative,Asian-Pac-Islander,Female,67,Ecuador
2503,28,Private,1191193,10th,Widowed,Sales,Wife,White,Female,66,Portugal
2504,61,Without-pay,219047,11th,Divorced,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,77,Haiti
2505,66,Self-emp-not-inc,1136507,Assoc-voc,Married-spouse-absent,Protective-serv,Husband,Amer-Indian-Eskimo,Male,32,Haiti
2506,32,State-gov,49973,12th,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,61,Iran
2507,22,Self-emp-not-inc,32758,Prof-school,Never-married,Tech-support,Wife,White,Female,24,Cambodia
2508,23,Federal-gov,223530,Some-college,Divorced,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Male,46,Greece
2509,80,Local-gov,146212,Preschool,Married-AF-spouse,Sales,Not-in-family,Black,Male,1,Poland
2510,27,Self-emp-inc,895466,Preschool,Never-married,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,41,Columbia
2511,75,State-gov,287620,Prof-school,Never-married,Farming-fishing,Not-in-family,Black,Female,34,Honduras
2512,57,Self-emp-not-inc,397122,5th-6th,Married-AF-spouse,Priv-house-serv,Wife,Other,Male,94,Outlying-US(Guam-USVI-etc)
2513,51,Self-emp-not-inc,860498,11th,Married-spouse-absent,Armed-Forces,Husband,Other,Female,74,Mexico
2514,43,Private,52105,12th,Married-AF-spouse,Armed-Forces,Not-in-family,Asian-Pac-Islander,Female,87,El-Salvador
2515,86,Private,1143696,Prof-school, Separated,Machine-op-inspct,Other-relative,Other,Male,54,Portugal
2516,27,Self-emp-not-inc,1079659,Assoc-acdm,Married-civ-spouse,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,45,China
2517,66,Without-pay,1362359,Masters,Married-AF-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,41,Cuba
2518,29,Self-emp-not-inc,734921,1st-4th, Separated,Other-service,Unmarried,Black,Female,89,Japan
2519,38,State-gov,1366404,12th,Divorced,Adm-clerical,Husband,Amer-Indian-Eskimo,Female,96,Philippines
2520,51,Self-emp-not-inc,259331,9th,Married-civ-spouse,Adm-clerical,Wife,Black,Female,81,China
2521,37,Private,112753,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,64,United-States
2522,37,Private,302640,Assoc-acdm, Separated,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,8,Thailand
2523,27,Without-pay,1000882,Prof-school,Never-married,Other-service,Own-child,White,Female,47,Trinadad&Tobago
2524,50,Self-emp-inc,616522,Preschool,Married-spouse-absent,Handlers-cleaners,Unmarried,Black,Male,48,Hong
2525,87,Self-emp-not-inc,412799,Assoc-voc,Widowed,Protective-serv,Unmarried,White,Female,35,Iran
2526,90,Without-pay,758940,12th,Divorced,Adm-clerical,Own-child,Black,Female,19,El-Salvador
2527,66,Self-emp-inc,414389,Assoc-acdm,Never-married,Armed-Forces,Unmarried,White,Male,26,United-States
2528,17,Self-emp-inc,1300887,Masters,Divorced,Exec-managerial,Other-relative,White,Female,91,Ecuador
2529,31,Without-pay,278315,Preschool,Widowed,Priv-house-serv,Wife,Asian-Pac-Islander,Female,36,Canada
2530,33,Federal-gov,251677,Bachelors,Never-married,Other-service,Husband,Asian-Pac-Islander,Female,35,Peru
2531,28,Private,733511,7th-8th,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,33,Cambodia
2532,72,Self-emp-not-inc,1303662,9th,Never-married,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,56,Portugal
2533,53,State-gov,642427,Preschool,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Female,25,Italy
2534,62,State-gov,1386441,HS-grad,Never-married,Prof-specialty,Wife,Asian-Pac-Islander,Male,95,Haiti
2535,47,Private,758393,10th,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,42,Hong
2536,47,State-gov,1041906,5th-6th, Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,3,Guatemala
2537,49,Local-gov,1415779,1st-4th,Never-married,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,39,Greece
2538,63,Self-emp-not-inc,815588,Preschool,Never-married,Sales,Own-child,Other,Male,96,Dominican-Republic
2539,31,State-gov,1155225,10th,Widowed,Machine-op-inspct,Husband,Black,Female,24,El-Salvador
2540,50,Private,663503,12th, Separated,Exec-managerial,Not-in-family,Other,Female,51,Greece
2541,31,Self-emp-not-inc,903357,10th,Married-civ-spouse,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,21,Hong
2542,52,Local-gov,21800,1st-4th,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Female,20,Italy
2543,44,Local-gov,1387905,5th-6th,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,50,Nicaragua
2544,48,State-gov,1279856,1st-4th,Married-AF-spouse,Adm-clerical,Not-in-family,Other,Male,37,Japan
