,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country
1655,29,Local-gov,1395948,Prof-school,Married-civ-spouse,Machine-op-inspct,Wife,Other,Male,31,Vietnam
1656,80,State-gov,622330,12th,Married-AF-spouse,Farming-fishing,Not-in-family,Other,Male,60,Ireland
1657,58,Self-emp-not-inc,559394,HS-grad,Divorced,Farming-fishing,Husband,Black,Male,10,Ecuador
1658,23,Self-emp-inc,998768,7th-8th, Separated,Priv-house-serv,Own-child,Black,Male,18,Canada
1659,44,Self-emp-not-inc,388405,Preschool,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,66,Cuba
1660,66,Federal-gov,742085,Assoc-voc,Never-married,Prof-specialty,Wife,White,Male,12,El-Salvador
1661,89,Private,1463825,Assoc-acdm,Married-civ-spouse,Sales,Own-child,Black,Male,39,Hungary
1662,83,Private,103230,11th,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,55,Holand-Netherlands
1663,41,State-gov,737365,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Other,Male,62,India
1664,41,State-gov,444151,12th,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Male,16,Puerto-Rico
1665,72,Self-emp-not-inc,144734,Assoc-acdm,Never-married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,27,Outlying-US(Guam-USVI-etc)
1666,68,Federal-gov,284784,Some-college,Widowed,Armed-Forces,Unmarried,Amer-Indian-Eskimo,Male,68,Yugoslavia
1667,70,Federal-gov,134068,Prof-school,Married-AF-spouse,Armed-Forces,Husband,Asian-Pac-Islander,Male,9,Dominican-Republic
1668,70,Self-emp-not-inc,1000576,Prof-school,Married-AF-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,57,Honduras
1669,47,State-gov,802407,Assoc-acdm,Married-spouse-absent,Transport-moving,Husband,Asian-Pac-Islander,Male,57,Iran
1670,56,Without-pay,749793,12th, Separated,Sales,Wife,Black,Male,35,Ecuador
1671,60,Federal-gov,1340644,Some-college,Married-spouse-absent,Sales,Own-child,Black,Male,39,Taiwan
1672,31,Self-emp-not-inc,587064,12th,Divorced,Sales,Wife,Amer-Indian-Eskimo,Male,44,Yugoslavia
1673,37,Self-emp-inc,840994,Assoc-voc, Separated,Sales,Other-relative,Asian-Pac-Islander,Male,74,Japan
1674,24,Local-gov,64371,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,37,Cambodia
1675,53,Self-emp-not-inc,614231,9th,Never-married,Other-service,Wife,Black,Male,84,Laos
1676,69,Local-gov,1314748,1st-4th,Married-AF-spouse,Priv-house-serv,Own-child,Other,Male,18,Japan
1677,88,Private,591456,5th-6th,Married-civ-spouse,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,61,France
1678,18,Self-emp-inc,931016,10th, Separated,Protective-serv,Other-relative,White,Male,62,Dominican-Republic
1679,61,Self-emp-inc,301062,Masters, Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,9,Ireland
1680,55,Local-gov,1115456,12th,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,68,Honduras
1681,89,Local-gov,122499,9th,Married-AF-spouse,Sales,Not-in-family,White,Male,41,India
1682,30,State-gov,121566,Bachelors,Married-civ-spouse,Tech-support,Husband,Black,Male,43,Ecuador
1683,29,Private,197952,Some-college,Divorced,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,47,Ireland
1684,35,Local-gov,910541,9th, Separated,Adm-clerical,Wife,Asian-Pac-Islander,Male,16,Honduras
1685,28,Local-gov,1267572,Preschool,Married-AF-spouse,Handlers-cleaners,Other-relative,Black,Male,91,Ecuador
1686,53,Private,790840,12th, Separated,Exec-managerial,Unmarried,White,Male,12,Peru
1687,23,Federal-gov,1023204,Preschool,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,79,Italy
1688,61,Self-emp-not-inc,575130,5th-6th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,18,United-States
1689,68,State-gov,1032764,Bachelors,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,47,Ecuador
1690,74,Federal-gov,1347424,HS-grad,Never-married,Handlers-cleaners,Wife,White,Male,96,Laos
1691,65,Without-pay,1437209,5th-6th,Widowed,Machine-op-inspct,Unmarried,White,Male,72,Nicaragua
1692,48,Private,392546,Masters,Divorced,Protective-serv,Own-child,Other,Male,46,Peru
1693,20,Self-emp-not-inc,1196751,1st-4th,Married-spouse-absent,Tech-support,Husband,Amer-Indian-Eskimo,Male,35,Scotland
1694,26,Without-pay,721081,Prof-school,Married-spouse-absent,Other-service,Own-child,Other,Male,41,Outlying-US(Guam-USVI-etc)
1695,51,Self-emp-not-inc,110418,10th,Married-civ-spouse,Craft-repair,Other-relative,Black,Male,44,India
1696,80,State-gov,275834,11th,Never-married,Exec-managerial,Other-relative,Other,Male,18,Thailand
1697,54,Local-gov,276389,12th,Never-married,Exec-managerial,Husband,White,Male,90,Jamaica
1698,40,Private,1259751,HS-grad,Married-civ-spouse,Armed-Forces,Not-in-family,Other,Male,44,Guatemala
1699,67,Without-pay,310158,Prof-school, Separated,Machine-op-inspct,Not-in-family,Black,Male,68,Iran
1700,31,Without-pay,1441616,5th-6th,Divorced,Sales,Husband,White,Male,91,Mexico
1701,28,Private,1363014,Doctorate,Divorced,Craft-repair,Wife,White,Male,32,United-States
1702,62,Self-emp-not-inc,932921,Assoc-acdm, Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,66,Hong
1703,41,Without-pay,307242,5th-6th,Divorced,Other-service,Not-in-family,Black,Male,91,Philippines
1704,38,Federal-gov,81514,1st-4th,Widowed,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,16,Hungary
1705,42,Local-gov,317444,Some-college,Married-AF-spouse,Priv-house-serv,Other-relative,Black,Male,54,Taiwan
1706,61,Self-emp-not-inc,449639,12th,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,83,Laos
1707,23,Local-gov,618189,HS-grad,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,74,Outlying-US(Guam-USVI-etc)
1708,38,Self-emp-inc,418600,Some-college,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,48,Greece
1709,21,Self-emp-inc,1430610,1st-4th,Divorced,Farming-fishing,Own-child,White,Male,92,Haiti
1710,77,State-gov,409117,Bachelors,Widowed,Protective-serv,Wife,Black,Male,17,Portugal
1711,73,State-gov,757860,HS-grad,Divorced,Sales,Other-relative,Asian-Pac-Islander,Male,97,Poland
1712,37,Self-emp-inc,1157285,Some-college,Widowed,Adm-clerical,Not-in-family,Other,Male,76,Jamaica
1713,38,Self-emp-not-inc,146769,Prof-school,Widowed,Other-service,Wife,Asian-Pac-Islander,Male,41,Mexico
1714,50,Self-emp-not-inc,460162,Doctorate,Never-married,Adm-clerical,Own-child,Other,Male,25,Philippines
1715,43,Without-pay,470468,9th,Widowed,Tech-support,Other-relative,White,Male,20,Puerto-Rico
1716,41,Private,146796,Assoc-acdm,Divorced,Tech-support,Wife,Other,Male,70,South
1717,82,Private,222507,Assoc-acdm, Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,Italy
1718,72,State-gov,617140,12th,Married-AF-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Male,14,Laos
1719,79,Private,337929,5th-6th,Never-married,Protective-serv,Unmarried,White,Male,44,France
1720,27,Without-pay,487248,Some-college,Married-AF-spouse,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,38,Canada
1721,77,Without-pay,216510,12th, Separated,Priv-house-serv,Other-relative,Black,Male,9,Laos
1722,56,Federal-gov,549558,10th,Widowed,Tech-support,Other-relative,Asian-Pac-Islander,Male,14,United-States
1723,78,Without-pay,1215456,Prof-school,Widowed,Prof-specialty,Other-relative,Other,Male,35,Dominican-Republic
1724,35,Self-emp-not-inc,1096771,Some-college,Never-married,Craft-repair,Wife,White,Male,11,Hungary
1725,87,Private,933790,Doctorate, Separated,Other-service,Other-relative,Other,Male,44,Puerto-Rico
1726,36,Self-emp-not-inc,746940,Assoc-acdm,Married-civ-spouse,Transport-moving,Wife,White,Male,66,Portugal
1727,77,Self-emp-inc,61609,11th,Never-married,Adm-clerical,Not-in-family,Black,Male,72,Jamaica
1728,23,Private,420288,Bachelors,Married-AF-spouse,Exec-managerial,Wife,White,Male,47,Dominican-Republic
1729,77,Federal-gov,520128,Doctorate,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,11,Haiti
1730,85,Federal-gov,1244432,HS-grad,Married-AF-spouse,Armed-Forces,Other-relative,Black,Male,81,Nicaragua
1731,40,Self-emp-not-inc,607554,10th,Widowed,Armed-Forces,Unmarried,Other,Male,38,Honduras
1732,32,Private,982760,11th,Widowed,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,55,Vietnam
1733,25,Private,55478,9th,Never-married,Tech-support,Wife,Asian-Pac-Islander,Male,94,Ireland
1734,89,Federal-gov,1380741,Assoc-voc,Never-married,Handlers-cleaners,Husband,Other,Male,25,Trinadad&Tobago
1735,22,Federal-gov,249743,9th,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Male,34,Puerto-Rico
1736,30,State-gov,727807,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,96,Italy
1737,22,Self-emp-not-inc,909098,Doctorate,Never-married,Priv-house-serv,Not-in-family,White,Male,69,United-States
1738,45,State-gov,1454912,12th,Never-married,Other-service,Husband,Asian-Pac-Islander,Male,76,Hong
1739,30,Self-emp-not-inc,399433,Masters,Never-married,Prof-specialty,Wife,White,Male,51,Hungary
1740,30,Private,1333239,Doctorate, Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,9,Scotland
1741,23,State-gov,1120234,HS-grad, Separated,Other-service,Other-relative,Other,Male,16,Puerto-Rico
1742,53,State-gov,1065775,5th-6th,Widowed,Handlers-cleaners,Own-child,Other,Male,97,Ireland
1743,72,Without-pay,1403344,Prof-school, Separated,Exec-managerial,Not-in-family,Black,Male,16,Columbia
1744,31,Without-pay,431861,Bachelors,Married-AF-spouse,Craft-repair,Unmarried,Other,Male,86,Ecuador
1745,82,Federal-gov,77641,Assoc-acdm,Widowed,Machine-op-inspct,Unmarried,Black,Male,51,Yugoslavia
1746,62,Local-gov,1393819,Assoc-acdm,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,7,Jamaica
1747,35,Self-emp-inc,112734,Assoc-voc,Divorced,Armed-Forces,Not-in-family,Black,Male,98,Hungary
1748,58,Self-emp-inc,852475,7th-8th,Never-married,Sales,Other-relative,Other,Male,22,Peru
1749,32,Without-pay,1379324,7th-8th,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Male,30,Ecuador
1750,87,Local-gov,672787,Assoc-voc,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Male,42,China
1751,17,Private,1330854,Masters, Separated,Craft-repair,Wife,Amer-Indian-Eskimo,Male,44,Puerto-Rico
1752,43,Self-emp-inc,977794,12th,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,48,Columbia
1753,71,Private,620219,Masters,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,70,France
1754,87,Private,827365,5th-6th,Widowed,Sales,Husband,Other,Male,96,South
1755,37,Local-gov,850073,11th,Married-civ-spouse,Sales,Unmarried,Other,Male,78,India
1756,84,Local-gov,930352,9th,Divorced,Armed-Forces,Other-relative,Asian-Pac-Islander,Male,68,Nicaragua
1757,29,Private,73081,7th-8th,Never-married,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,21,Hong
1758,47,State-gov,621315,5th-6th, Separated,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,28,India
1759,21,Without-pay,267899,HS-grad,Divorced,Machine-op-inspct,Other-relative,Black,Male,6,Dominican-Republic
1760,56,State-gov,173261,Bachelors,Divorced,Sales,Other-relative,Other,Male,94,France
1761,88,State-gov,1050819,12th,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,56,Peru
1762,88,Self-emp-inc,116759,9th,Married-spouse-absent,Sales,Not-in-family,Black,Male,69,Italy
1763,72,Local-gov,829050,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,64,Nicaragua
1764,33,State-gov,1478831,5th-6th,Divorced,Craft-repair,Own-child,Black,Male,46,Ecuador
1765,25,Without-pay,968117,Prof-school,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,84,Outlying-US(Guam-USVI-etc)
1766,40,State-gov,837124,Prof-school,Widowed,Adm-clerical,Own-child,Other,Male,1,Hong
1767,20,Self-emp-inc,1020234,9th,Divorced,Craft-repair,Other-relative,White,Male,67,Greece
1768,50,Federal-gov,1239652,Assoc-acdm, Separated,Transport-moving,Not-in-family,Other,Male,65,England
1769,43,State-gov,834689,10th,Widowed,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,76,Iran
1770,30,Federal-gov,1335367,Preschool,Married-AF-spouse,Exec-managerial,Own-child,Other,Male,80,Holand-Netherlands
1771,62,Self-emp-not-inc,676135,Prof-school,Never-married,Handlers-cleaners,Own-child,White,Male,33,Poland
1772,72,State-gov,1146105,11th,Married-AF-spouse,Prof-specialty,Not-in-family,Black,Male,60,Ecuador
1773,62,Private,1251599,Preschool,Widowed,Protective-serv,Wife,Amer-Indian-Eskimo,Male,86,Thailand
1774,23,State-gov,41985,7th-8th,Married-spouse-absent,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,16,Honduras
1775,82,Private,53402,11th,Married-AF-spouse,Other-service,Other-relative,Asian-Pac-Islander,Male,41,Guatemala
1776,39,Private,954730,Prof-school,Widowed,Exec-managerial,Wife,White,Male,88,Columbia
1777,62,Self-emp-not-inc,644812,Prof-school,Married-spouse-absent,Adm-clerical,Wife,Amer-Indian-Eskimo,Male,63,Ireland
1778,83,Self-emp-inc,1297629,Some-college,Married-civ-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,42,Japan
1779,62,Local-gov,1140414,7th-8th,Never-married,Exec-managerial,Unmarried,Other,Male,72,Cuba
1780,63,Self-emp-inc,80153,Doctorate,Married-spouse-absent,Adm-clerical,Own-child,Black,Male,66,Taiwan
1781,46,Self-emp-inc,1202691,1st-4th, Separated,Handlers-cleaners,Own-child,Other,Male,44,Italy
1782,75,Self-emp-not-inc,1345183,HS-grad,Divorced,Machine-op-inspct,Unmarried,Other,Male,94,South
1783,33,Private,1257489,Prof-school,Married-spouse-absent,Sales,Not-in-family,White,Male,98,Ecuador
1784,53,Self-emp-inc,1077301,Preschool,Married-civ-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,77,Thailand
1785,36,Private,715239,Masters,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,73,Guatemala
1786,18,State-gov,1235390,11th,Never-married,Handlers-cleaners,Unmarried,White,Male,61,Scotland
1787,56,Local-gov,1412817,7th-8th,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Male,28,Scotland
1788,41,Self-emp-not-inc,95856,Doctorate,Married-AF-spouse,Prof-specialty,Unmarried,Other,Male,2,Italy
1789,43,Self-emp-not-inc,957591,Preschool,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,62,Guatemala
1790,36,Federal-gov,1429309,12th,Married-spouse-absent,Farming-fishing,Unmarried,Black,Male,87,Hong
1791,77,Without-pay,823706,1st-4th,Widowed,Machine-op-inspct,Not-in-family,Black,Male,65,Guatemala
1792,47,Self-emp-inc,1386070,1st-4th,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,46,Vietnam
1793,78,State-gov,60315,11th,Married-civ-spouse,Armed-Forces,Own-child,Other,Male,11,France
1794,26,Without-pay,449396,Assoc-acdm,Married-spouse-absent,Sales,Other-relative,Asian-Pac-Islander,Male,74,Haiti
1795,35,Self-emp-not-inc,778543,7th-8th, Separated,Exec-managerial,Not-in-family,Other,Male,20,Mexico
1796,49,State-gov,1056870,5th-6th,Married-civ-spouse,Exec-managerial,Other-relative,Other,Male,34,England
1797,74,Federal-gov,1044888,Prof-school,Divorced,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,67,Cuba
1798,84,Local-gov,1488955,Doctorate,Married-AF-spouse,Sales,Own-child,Other,Male,39,South
1799,55,Without-pay,706070,1st-4th, Separated,Armed-Forces,Other-relative,Other,Male,59,Holand-Netherlands
1800,38,Private,501191,Prof-school, Separated,Protective-serv,Husband,Black,Male,28,Nicaragua
1801,23,Self-emp-inc,1039205,Some-college,Never-married,Farming-fishing,Own-child,Other,Male,42,Peru
1802,68,Federal-gov,602555,12th,Never-married,Transport-moving,Wife,Black,Male,65,Canada
1803,47,State-gov,378485,9th, Separated,Farming-fishing,Husband,Other,Male,70,Puerto-Rico
1804,88,Without-pay,660040,12th,Never-married,Transport-moving,Own-child,Other,Male,86,Hong
1805,71,Self-emp-not-inc,102247,12th, Separated,Transport-moving,Husband,Amer-Indian-Eskimo,Male,45,Germany
1806,33,Federal-gov,575985,10th, Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,34,Germany
1807,54,State-gov,553490,7th-8th,Divorced,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,53,Trinadad&Tobago
1808,34,State-gov,280505,7th-8th,Married-AF-spouse,Handlers-cleaners,Wife,Black,Male,53,Trinadad&Tobago
1809,78,Self-emp-not-inc,573741,12th, Separated,Protective-serv,Unmarried,Black,Male,75,Poland
1810,80,Private,112488,10th,Divorced,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,90,South
1811,44,Self-emp-inc,379220,Prof-school,Divorced,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,41,England
1812,40,Local-gov,1086173,7th-8th,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,2,Ireland
1813,56,State-gov,1045026,1st-4th, Separated,Tech-support,Wife,Other,Male,60,Ecuador
1814,61,Without-pay,353531,Assoc-voc, Separated,Sales,Wife,Asian-Pac-Islander,Male,10,South
1815,57,Federal-gov,628403,7th-8th,Married-civ-spouse,Tech-support,Own-child,White,Male,57,Italy
1816,61,State-gov,36435,Some-college,Married-civ-spouse,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,19,El-Salvador
1817,56,State-gov,1247734,Prof-school, Separated,Sales,Other-relative,Amer-Indian-Eskimo,Male,35,Greece
1818,44,State-gov,432363,Bachelors,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,14,South
1819,45,Private,455362,7th-8th, Separated,Exec-managerial,Wife,White,Male,83,Jamaica
1820,65,State-gov,1451367,10th,Married-spouse-absent,Other-service,Wife,Amer-Indian-Eskimo,Male,7,Nicaragua
1821,86,Private,1257584,10th,Divorced,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,18,Ecuador
1822,46,Self-emp-not-inc,443668,1st-4th,Never-married,Machine-op-inspct,Wife,White,Male,91,Philippines
1823,58,Local-gov,224316,7th-8th,Married-spouse-absent,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,27,Ireland
1824,89,Local-gov,1380601,Assoc-acdm, Separated,Exec-managerial,Not-in-family,Black,Male,60,United-States
1825,71,Without-pay,1472295,Some-college,Never-married,Exec-managerial,Other-relative,Other,Male,88,Poland
1826,37,State-gov,57897,Assoc-acdm,Widowed,Protective-serv,Unmarried,Black,Male,96,Dominican-Republic
1827,31,Self-emp-not-inc,1472899,Prof-school, Separated,Prof-specialty,Other-relative,White,Male,13,Guatemala
1828,77,Self-emp-inc,1231868,7th-8th,Married-spouse-absent,Machine-op-inspct,Own-child,Black,Male,7,Guatemala
1829,34,Self-emp-not-inc,1109618,Assoc-acdm,Married-AF-spouse,Farming-fishing,Wife,White,Male,4,Mexico
1830,42,State-gov,567639,Preschool,Married-civ-spouse,Exec-managerial,Unmarried,Black,Male,68,Nicaragua
1831,42,Self-emp-inc,1150774,1st-4th,Never-married,Exec-managerial,Not-in-family,Other,Male,3,Ireland
1832,23,Local-gov,935128,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,56,Columbia
1833,55,Self-emp-inc,546306,Preschool,Never-married,Transport-moving,Wife,Black,Male,48,France
1834,79,Private,1155184,Assoc-acdm, Separated,Priv-house-serv,Own-child,Black,Male,76,Jamaica
1835,74,Self-emp-not-inc,116380,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Other,Male,72,India
1836,73,Self-emp-inc,1204421,Bachelors,Widowed,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,80,Peru
1837,72,Local-gov,1221801,5th-6th,Never-married,Armed-Forces,Own-child,White,Male,9,Dominican-Republic
1838,87,Self-emp-inc,251252,11th,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Male,67,England
1839,73,Private,1189245,HS-grad,Married-AF-spouse,Tech-support,Other-relative,White,Male,21,Thailand
1840,65,State-gov,428832,Prof-school,Married-spouse-absent,Other-service,Not-in-family,Black,Male,68,South
1841,63,Without-pay,1440386,1st-4th,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,66,Vietnam
1842,29,Self-emp-not-inc,187198,10th,Married-spouse-absent,Armed-Forces,Own-child,Other,Male,15,Honduras
1843,28,Private,231946,5th-6th,Married-spouse-absent,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,57,Cambodia
1844,82,Private,207407,HS-grad,Divorced,Armed-Forces,Husband,White,Male,73,Yugoslavia
1845,31,Self-emp-not-inc,929139,Bachelors,Widowed,Transport-moving,Own-child,Black,Male,51,Germany
1846,70,Private,1484666,Bachelors,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,54,United-States
1847,85,Without-pay,650842,Masters,Widowed,Other-service,Wife,Amer-Indian-Eskimo,Male,49,South
1848,36,Without-pay,1387480,7th-8th,Married-spouse-absent,Adm-clerical,Husband,White,Male,23,Hong
1849,90,State-gov,877333,HS-grad,Widowed,Farming-fishing,Unmarried,White,Male,35,Outlying-US(Guam-USVI-etc)
1850,49,Federal-gov,241984,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,41,Jamaica
1851,78,Self-emp-not-inc,486707,11th, Separated,Farming-fishing,Unmarried,Black,Male,58,South
1852,43,Local-gov,778798,HS-grad,Married-AF-spouse,Sales,Own-child,Black,Male,19,England
1853,81,Self-emp-not-inc,1084746,Assoc-voc,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,29,Yugoslavia
1854,17,State-gov,37726,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,87,Taiwan
1855,79,State-gov,1196661,10th,Married-AF-spouse,Protective-serv,Other-relative,Other,Male,14,Thailand
1856,86,Private,225272,9th,Divorced,Adm-clerical,Wife,White,Male,73,El-Salvador
1857,28,Self-emp-inc,1111363,12th,Widowed,Tech-support,Own-child,White,Male,27,Italy
1858,70,Private,703483,HS-grad,Widowed,Protective-serv,Wife,White,Male,86,Taiwan
1859,79,Private,701438,Bachelors,Married-AF-spouse,Priv-house-serv,Other-relative,White,Male,98,Taiwan
1860,39,Self-emp-inc,1289064,Prof-school,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,53,Honduras
1861,58,Self-emp-not-inc,722333,Assoc-acdm,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,62,Portugal
1862,54,Federal-gov,551370,Assoc-acdm,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,18,Outlying-US(Guam-USVI-etc)
1863,38,Without-pay,257459,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,75,England
1864,47,State-gov,1010155,Doctorate,Married-AF-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,47,France
1865,88,Federal-gov,1467985,Assoc-acdm,Married-civ-spouse,Other-service,Other-relative,White,Male,96,El-Salvador
1866,88,Federal-gov,1172401,Masters,Divorced,Transport-moving,Unmarried,Other,Male,57,Puerto-Rico
1867,90,Local-gov,897966,Some-college,Divorced,Other-service,Other-relative,White,Male,41,Ireland
1868,24,Private,493944,10th,Married-AF-spouse,Transport-moving,Own-child,White,Male,64,Italy
1869,24,Without-pay,1345849,Preschool,Married-civ-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,7,Poland
1870,83,Local-gov,1182004,Bachelors, Separated,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,21,Portugal
1871,40,Without-pay,487185,Preschool,Married-AF-spouse,Priv-house-serv,Husband,White,Male,77,Philippines
1872,38,Self-emp-not-inc,464927,Assoc-voc,Married-AF-spouse,Adm-clerical,Wife,Other,Male,16,Mexico
1873,29,Private,822559,12th,Married-spouse-absent,Protective-serv,Husband,Asian-Pac-Islander,Male,91,Haiti
1874,67,Without-pay,323303,12th,Widowed,Sales,Own-child,White,Male,67,Haiti
1875,56,Without-pay,51333,5th-6th,Married-civ-spouse,Adm-clerical,Unmarried,Black,Male,77,India
1876,30,State-gov,660754,Assoc-voc, Separated,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,20,Cuba
1877,45,Without-pay,246892,Preschool,Married-spouse-absent,Transport-moving,Unmarried,White,Male,21,Peru
1878,66,Local-gov,795884,5th-6th, Separated,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,69,Italy
1879,90,Without-pay,14642,Assoc-acdm, Separated,Farming-fishing,Own-child,White,Male,71,France
1880,57,State-gov,1091885,12th,Never-married,Armed-Forces,Not-in-family,Black,Male,31,Cuba
1881,83,Local-gov,865909,1st-4th,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,66,South
1882,84,Self-emp-not-inc,1280703,Preschool,Widowed,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,37,Thailand
1883,74,Self-emp-inc,817949,Some-college,Widowed,Farming-fishing,Wife,Black,Male,19,Italy
1884,90,Without-pay,1103894,Doctorate, Separated,Farming-fishing,Unmarried,Black,Male,35,Dominican-Republic
1885,79,Self-emp-inc,539988,9th,Married-AF-spouse,Prof-specialty,Husband,Black,Male,54,Outlying-US(Guam-USVI-etc)
1886,58,Private,964573,Some-college,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,51,Germany
1887,36,Self-emp-not-inc,298114,9th,Widowed,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,89,South
1888,78,State-gov,1042977,11th,Married-spouse-absent,Sales,Unmarried,Other,Male,91,Holand-Netherlands
1889,80,Private,38633,Bachelors,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Male,53,Ecuador
1890,38,Self-emp-inc,275027,Some-college,Divorced,Machine-op-inspct,Own-child,Black,Male,56,Cuba
1891,28,Without-pay,1346426,Assoc-acdm, Separated,Adm-clerical,Own-child,Black,Male,80,Peru
1892,76,Local-gov,1171650,7th-8th,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,24,Iran
1893,78,Self-emp-inc,26646,Bachelors,Married-civ-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Male,33,Canada
1894,64,Self-emp-inc,942944,10th,Never-married,Adm-clerical,Husband,Black,Male,43,Ireland
1895,42,Private,232134,1st-4th,Married-spouse-absent,Other-service,Wife,White,Male,60,Jamaica
1896,54,Without-pay,636066,9th, Separated,Other-service,Not-in-family,Black,Male,47,Mexico
1897,24,Without-pay,905589,Assoc-acdm,Married-civ-spouse,Sales,Own-child,Black,Male,87,United-States
1898,31,Self-emp-not-inc,34159,12th,Widowed,Exec-managerial,Husband,Black,Male,26,Nicaragua
1899,29,State-gov,376274,10th,Divorced,Priv-house-serv,Unmarried,White,Male,89,Yugoslavia
